,AAPL_Highest price,MSFT_Highest price,AMZN_Highest price,GOOGL_Highest price,FB_Highest price,GOOG_Highest price,TSLA_Highest price,NVDA_Highest price,BRK.B_Highest price,JPM_Highest price,JNJ_Highest price,V_Highest price,UNH_Highest price,HD_Highest price,PG_Highest price,BAC_Highest price,DIS_Highest price,PYPL_Highest price,MA_Highest price,ADBE_Highest price,CRM_Highest price,NFLX_Highest price,XOM_Highest price,CMCSA_Highest price,PFE_Highest price,CSCO_Highest price,TMO_Highest price,VZ_Highest price,INTC_Highest price,ABT_Highest price,PEP_Highest price,ACN_Highest price,KO_Highest price,AVGO_Highest price,WMT_Highest price,CVX_Highest price,COST_Highest price,T_Highest price,DHR_Highest price,ABBV_Highest price,WFC_Highest price,NKE_Highest price,MRK_Highest price,MCD_Highest price,TXN_Highest price,LLY_Highest price,MDT_Highest price,LIN_Highest price,PM_Highest price,NEE_Highest price,ORCL_Highest price,MS_Highest price,INTU_Highest price,HON_Highest price,QCOM_Highest price,LOW_Highest price,C_Highest price,UPS_Highest price,MRNA_Highest price,BMY_Highest price,SBUX_Highest price,GS_Highest price,UNP_Highest price,RTX_Highest price,IBM_Highest price,AMD_Highest price,BLK_Highest price,AMT_Highest price,AMAT_Highest price,NOW_Highest price,AMGN_Highest price,BA_Highest price,ISRG_Highest price,GE_Highest price,TGT_Highest price,SCHW_Highest price,CVS_Highest price,AXP_Highest price,CAT_Highest price,MMM_Highest price,SPGI_Highest price,DE_Highest price,BKNG_Highest price,ANTM_Highest price,PLD_Highest price,CHTR_Highest price,ADI_Highest price,ZTS_Highest price,COP_Highest price,SYK_Highest price,MO_Highest price,GILD_Highest price,LMT_Highest price,TJX_Highest price,PNC_Highest price,LRCX_Highest price,ADP_Highest price,MU_Highest price,MDLZ_Highest price,USB_Highest price
162,128.785,215.52,3380.315,1608.78,277.2478,1614.17,425.8,129.125,213.3,100.21,152.9,206.45,316.9,286.85,138.78,25.7,130.88,201.0988,343.83,480.02,209.29,501.0,42.5078,43.82,39.04,42.47,432.38,59.61,49.4,103.23,137.68,239.36,47.98,336.19,132.48,87.34,346.11,30.05,209.38,95.235,24.51,112.0,85.47,213.5,141.81,150.4,101.29,250.88,79.9,70.78,56.105,52.47,334.15,159.45,116.0,165.65,51.13,161.06,67.85,62.4563,79.14,207.43,193.06,72.84,126.06,85.33,591.69,248.38,63.8,458.64,238.44,178.27,701.96,53.12,154.62,35.5,67.3,99.37,142.25,163.95,365.0,206.48,1837.72,287.0,102.68,618.03,117.54,159.75,39.56,191.165,44.46,66.96,395.57,53.49,109.88,360.67,140.72,43.815,58.0,36.76
163,125.1793,216.61,3357.4,1608.88,283.09,1611.62,405.59,127.6125,214.0,101.98,153.07,208.2,312.36,287.48,139.15,26.19,131.09,201.96,348.46,484.65,218.35,492.47,42.065,43.78,38.56,42.3,423.45,59.75,49.88,102.9026,138.38,238.73,48.05,337.09,131.2367,88.04,344.91,30.14,208.15,94.79,24.89,112.28,86.29,214.185,142.215,151.31,105.88,251.38,80.46,70.9113,56.75,52.89,337.37,166.9994,117.1,167.43,52.505,162.4,66.696,63.365,83.065,210.49,195.09,75.32,126.82,86.62,594.6,247.18,64.65,458.88,249.96,180.63,700.85,53.6,154.28,35.87,64.17,100.79,144.93,165.25,361.285,209.4,1858.29,280.94,102.6,620.19,119.995,158.87,39.45,190.58,44.3,66.24,402.375,53.96,112.0,356.3,142.85,45.5399,58.24,37.405
164,126.9925,222.09,3451.7387,1652.79,304.67,1659.22,433.2,128.6849,215.83,100.27,152.65,210.8,311.36,292.12,139.32,25.94,132.6,205.35,352.29,533.6979,277.97,549.04,40.835,44.36,38.27,42.28,427.64,59.5,49.67,103.29,138.66,241.2548,48.18,341.51,130.88,85.84,344.83,30.12,208.88,94.41,24.58,112.09,85.68,214.42,142.69,149.46,104.59,254.25,80.09,70.3525,57.49,52.105,360.0,166.4258,116.55,170.5,51.79,159.97,71.64,62.5901,82.75,207.28,195.34,74.19,125.12,87.72,595.7,247.1,64.26,488.582,251.38,174.4299,701.48,52.96,153.57,35.72,63.17,99.14,142.44,164.77,367.41,212.29,1883.97,276.715,101.96,618.49,121.25,160.41,38.955,189.5,43.65,65.88,397.66,53.795,111.32,354.0,141.87,45.82,58.4,36.68
165,127.485,231.15,3453.0,1647.99,301.23,1655.0,459.12,128.5,217.98,102.65,153.26,212.18,314.775,292.95,139.69,26.22,136.36,207.0,358.0,523.3238,278.28,541.0,40.3,44.795,38.0,42.47,423.82,59.79,49.93,114.0,139.9284,242.77,48.82,341.3,139.35,85.63,347.742,30.17,206.223,95.06,24.78,112.79,86.16,216.1,143.23,150.94,107.195,254.01,81.22,70.12,58.45,52.865,349.51,168.69,118.18,171.32,52.2101,160.97,70.32,62.96,83.635,213.0,195.8,74.4,125.1,86.58,598.9,249.1,64.29,485.1,256.91,181.31,718.11,53.04,152.75,36.37,63.61,102.14,144.34,165.36,367.54,212.4522,1924.86,278.64,102.676,621.04,120.97,161.03,38.28,197.38,44.3699,65.845,400.085,54.46,113.48,354.86,142.46,44.83,58.87,37.28
166,126.4425,230.644,3433.3699,1641.35,297.23,1647.1699,463.698,131.48,218.81,103.25,153.7,216.16,315.82,288.83,138.91,26.47,136.8,205.4159,367.25,518.797,275.75,539.0,40.92,44.57,38.06,42.3,424.73,59.41,50.8,114.195,139.96,243.22,49.85,344.82,141.07,85.73,349.06,30.08,206.28,94.65,24.77,112.67,85.88,216.71,143.59,149.1518,108.2,254.08,80.8,69.9925,58.16,53.0,347.38,168.7,118.26,166.89,52.37,162.61,68.95,62.59,85.29,212.0,195.64,73.55,125.3,86.04,601.31,249.73,63.1,494.0,254.14,177.28,729.95,52.96,151.67,36.47,63.63,102.9,145.85,166.17,367.07,210.8,1955.605,279.005,102.63,616.57,119.62,160.18,38.46,198.595,43.95,65.745,396.0,55.23,113.2,351.99,141.44,45.7883,58.355,37.35
167,131.0,228.7,3495.0,1644.5,296.88,1647.965,500.14,135.75,219.45,102.18,154.4,215.96,319.56,286.69,138.73,26.14,135.54,205.2523,366.63,516.73,274.71,531.99,40.72,45.13,38.02,42.35,433.45,59.44,51.5,111.74,141.02,243.535,50.07,350.58,138.89,85.9,348.75,30.16,207.67,96.01,24.5118,112.52,85.93,214.99,143.27,148.795,108.72,253.255,80.73,70.9125,57.76,52.89,346.2389,168.59,121.06,166.37,52.04,165.22,67.2,62.8,85.36,206.41,196.19,72.94,125.25,92.64,604.08,250.12,62.61,489.995,256.05,175.2699,734.45,53.52,151.9124,36.2,63.06,102.9,143.6,165.75,369.275,211.43,1936.5,284.345,102.68,620.2333,118.98,161.575,38.45,199.3,43.99,66.89,395.0,55.83,112.26,349.145,140.955,45.82,58.8,37.06
168,134.8,227.45,3513.87,1659.22,301.49,1665.73,502.49,139.9375,218.59,100.8712,154.08,213.89,314.72,286.68,138.22,25.9,133.61,209.8799,359.44,528.536,281.93,557.3895,39.75,45.09,37.82,42.07,435.75,59.295,51.0,109.065,140.48,240.02,49.35,362.07,149.59,83.63,351.49,29.75,208.48,95.92,24.335,114.9,85.8,213.61,145.06,149.2,107.53,257.05,79.5,69.8788,58.01,52.815,349.33,168.155,122.57,167.64,51.565,164.14,64.5,62.26,86.09,206.71,195.89,72.345,123.95,92.51,601.02,249.75,62.1,497.25,252.04,175.49,742.44,51.2,151.77,36.255,62.04,102.78,146.12,165.55,369.77,217.72,1937.0,280.64,101.885,620.2,118.87,162.14,37.6,198.06,43.69,66.47,389.185,55.28,112.39,346.5,138.8674,45.79,58.43,36.8967
169,137.98,232.86,3552.25,1726.1022,303.6,1733.1799,479.04,147.2675,222.09,101.94,154.33,217.35,321.28,288.04,141.44,26.1579,135.92,212.45,361.6,536.88,284.5,556.5,39.715,45.93,37.3,42.69,441.96,60.74,52.68,109.91,143.82,247.82,51.36,378.96,151.33,83.96,359.92,29.84,210.575,94.24,24.66,117.41,87.21,217.13,148.37,150.0,109.15,260.49,80.41,72.425,59.32,53.47,355.67,172.93,123.9299,170.83,52.14,166.2,64.89,61.82,88.75,210.93,197.56,74.39,128.7,94.28,609.69,257.285,65.3,501.82,258.8,175.0,778.83,51.6,150.87,36.12,61.32,104.87,149.55,170.0,379.8699,219.71,1955.4,281.18,104.66,626.62,122.52,165.82,37.165,202.35,43.9,66.96,398.9,56.91,113.0,365.141,143.05,48.19,59.25,37.77
170,128.84,229.31,3488.41,1700.0,297.6,1709.7143,431.8,138.845,223.2399,104.99,155.47,214.93,323.82,287.7,141.7,26.62,137.2374,206.59,358.94,527.63,271.75,554.0,40.03,45.94,37.49,41.83,438.93,61.28,52.62,108.94,144.035,246.1438,52.1378,368.9,149.6,84.49,363.67,30.175,209.96,94.31,25.36,116.9,87.8,218.11,147.44,153.37,109.16,259.14,81.61,72.7725,58.99,54.38,353.11,173.8203,121.71,170.48,53.64,163.4499,69.35,62.02,88.98,215.23,197.955,74.6578,129.95,88.47,605.4496,256.76,64.37,487.99,260.0641,180.85,756.98,53.2,149.98,36.875,61.99,109.03,151.2,170.42,376.68,218.73,1966.2227,284.37,104.66,629.52,121.36,165.52,36.87,202.7393,44.78,67.43,401.8755,57.05,116.67,357.295,144.25,47.83,59.72,38.94
171,123.7,218.3599,3381.5,1634.99,289.0,1645.11,428.0,131.75,221.48,105.21,150.95,210.5,317.8272,276.77,139.19,26.76,134.88,201.84,346.99,511.35,265.67,527.36,39.79,44.97,36.63,41.43,419.97,61.5,51.23,106.04,140.31,240.87,51.465,372.53,145.0382,83.635,353.98,29.87,201.065,93.133,25.19,113.75,86.89,217.78,142.52,152.58,107.75,251.96,80.42,71.5,57.265,53.76,340.53,169.66,117.82,163.17,53.36,161.845,65.0,60.53,87.78,213.35,194.12,73.75,125.35,84.39,584.09,256.2243,61.83,470.0,252.27,172.83,749.8476,52.48,148.55,36.89,60.8,108.275,150.78,169.11,356.52,214.0,1962.6,279.28,102.4,611.39,118.385,160.21,36.69,200.345,43.94,66.94,391.55,56.07,115.56,339.9,141.73,46.95,58.3465,38.75
172,118.99,210.03,3250.845,1555.55,279.3,1563.865,368.74,125.5,219.19,103.57,150.89,202.25,311.46,271.04,138.64,26.32,137.14,191.75,335.71,481.48,253.675,522.0,38.68,44.26,36.61,40.61,408.81,60.8,49.9,103.8164,138.6295,236.0,51.04,362.75,141.9,80.58,344.92,29.6,197.15,91.86,24.55,113.84,85.94,216.3,138.71,151.31,105.5547,245.95,79.59,70.2075,55.79,52.29,329.36,166.435,113.88,156.86,52.09,160.06,58.6,60.0,87.5834,209.96,191.46,74.51,122.87,81.88,560.77,249.63,57.79,452.73,246.99,166.9,717.87,50.88,146.79,35.7,60.805,105.08,150.76,165.63,344.91,213.24,1930.08,275.27,100.26,604.34,116.24,156.27,35.3,201.335,44.07,65.37,385.285,55.7,112.11,316.46,137.8545,46.23,57.88,37.95
173,119.14,214.8399,3303.175,1558.72,278.48,1569.0,369.0,128.0925,221.62,101.69,151.1,206.29,315.315,279.74,139.56,25.72,135.55,195.75,342.76,483.49,253.45,520.0,38.84,44.99,36.65,40.475,422.47,60.7476,49.9684,106.9299,138.46,241.36,50.755,361.85,142.61,81.07,349.7,29.6995,203.5,92.4295,24.07,116.21,85.82,218.17,140.85,154.12,107.35,253.58,81.47,71.705,57.4,51.63,331.305,167.55,115.77,161.19,51.59,160.96,57.19,59.6,86.827,204.83,194.9495,74.815,123.7,82.44,564.1,255.285,56.98,462.86,247.49,163.06,726.7089,49.6,148.6,35.265,60.14,104.71,155.475,167.34,356.36,217.3,1910.08,269.35,101.58,617.8,116.245,160.7,34.85,208.22,44.17,65.08,389.42,55.32,111.28,311.81,138.53,45.88,57.9982,37.08
174,120.5,214.74,3349.89,1573.66,279.16,1584.081,398.99,130.6525,220.68,102.42,149.78,207.0,314.44,280.98,138.715,25.89,136.75,198.22,345.13,501.85,256.5071,506.29,38.37,45.01,36.32,40.635,429.34,60.25,50.09,105.6,137.55,243.99,50.675,367.83,140.535,80.89,348.0,29.38,206.34,91.41,24.67,118.227,84.88,219.48,141.25,150.6,107.14,254.61,81.23,70.4975,58.18,51.59,332.66,167.3,115.81,162.93,52.5,161.26,60.32,59.3,87.07,205.35,194.64,73.74,123.5764,83.31,561.96,251.92,56.25,468.32,246.14,163.78,728.69,49.6,148.335,35.375,59.645,105.11,153.25,166.67,354.685,218.23,1901.9,270.03,101.6,622.23,116.85,161.52,34.515,206.64,43.89,65.04,388.5323,55.57,111.59,305.7104,136.72,45.95,57.97,37.18
175,115.23,208.63,3217.3409,1538.695,271.39,1575.2,382.5,126.525,219.265,101.36,148.53,202.41,306.46,277.98,138.66,25.58,133.74,192.1,334.71,489.41,251.3,493.73,37.31,44.74,36.11,40.05,434.0,59.96,50.05,105.7,136.38,237.76,51.2,364.27,138.44,78.69,343.26,29.13,206.27,90.34,24.32,119.25,84.88,219.18,139.0,149.185,105.49,251.43,81.5,69.7975,61.86,50.945,325.35,167.45,114.845,162.59,51.685,160.61,59.51,59.265,85.85,201.91,197.33,73.58,122.7,79.99,547.45,252.56,56.31,458.49,245.49,161.3592,715.53,48.4,147.9599,35.565,58.14,103.85,154.4,166.6965,351.22,218.507,1835.015,265.5,100.94,608.565,115.79,159.62,33.435,203.22,43.7201,65.91,390.4999,54.76,111.2565,303.336,133.8,46.48,57.74,36.75
176,115.93,209.2,3187.39,1557.0,276.64,1563.9999,420.0,133.15,221.32,103.46,149.47,206.41,311.12,282.46,139.58,25.99,132.93,188.6,340.0,490.44,248.87,488.99,37.01,45.49,37.5384,40.64,439.85,60.78,49.72,106.66,137.5,240.99,51.23,365.89,141.1,77.98,344.84,29.3,209.68,91.26,24.97,119.93,85.095,222.59,139.11,150.505,107.64,253.64,82.59,70.9975,61.5,51.565,321.25,169.54,115.43,165.8,52.08,162.16,63.85,60.09,87.055,203.3,199.85,73.834,123.38,78.82,553.21,255.69,57.115,463.2,247.84,165.94,722.14,49.28,150.39,36.17,58.21,107.69,154.8,169.425,356.81,219.12,1805.45,269.2,102.85,613.59,115.78,161.97,33.865,206.865,43.36,67.92,396.67,55.67,115.08,308.62,137.28,49.59,58.32,38.24
177,118.829,209.78,3175.02,1550.99,274.52,1559.57,461.94,132.9875,221.57,102.85,150.59,208.21,311.46,286.7,139.77,25.825,132.54,190.45,343.93,499.6899,251.94,497.47,37.3792,46.74,37.35,40.839,437.47,61.1,50.6,107.53,137.24,242.8,51.38,371.12,139.0799,78.48,347.76,29.34,209.71,91.98,25.04,120.48,85.165,223.64,141.82,151.87,108.685,254.265,82.52,74.825,61.6799,51.335,324.145,169.99,117.81,169.88,48.39,161.77,68.41,60.11,88.25,202.585,202.85,71.8,123.4,80.33,553.43,265.22,57.88,474.315,251.915,168.84,726.1575,49.76,149.84,35.115,58.61,108.12,154.47,169.93,360.53,220.96,1817.74,267.345,103.58,627.435,116.98,163.905,34.215,211.9599,43.386,67.13,396.0,57.245,114.43,312.817,138.1,49.66,58.32,38.08
178,116.0,210.65,3187.238,1554.37,272.44,1562.0,457.79,130.9275,222.26,101.13,150.06,207.745,312.2499,286.58,140.17,25.91,133.62,189.34,346.04,505.5,255.43,504.66,38.15,47.5,37.31,41.17,440.77,60.93,51.03,107.37,136.6,244.9,51.4462,372.0,138.6825,79.48,348.76,29.54,210.29,91.27,26.0,119.69,86.095,226.72,142.13,152.68,108.5561,251.885,82.24,71.7375,61.39,51.91,326.23,171.36,118.0,171.72,46.76,167.36,70.04,59.97,89.43,203.8,205.78,71.175,125.82,79.72,566.88,268.66,58.195,479.44,251.35,170.57,723.53,54.48,149.73,36.075,57.845,107.49,151.98,171.1,360.035,218.92,1837.83,265.73,103.26,635.855,117.73,163.99,35.525,216.85,42.91,66.55,399.6,58.15,115.13,314.38,140.14,51.22,58.67,38.72
179,112.2,204.33,3029.432,1498.66,261.5,1508.2984,437.79,125.8975,218.68,99.3433,148.63,205.58,307.38,282.72,137.88,25.4816,131.77,178.74,343.72,475.17,248.815,478.4,37.98,46.43,36.97,40.4,438.25,60.99,50.485,106.75,134.55,239.09,50.63,370.115,137.57,78.85,342.89,29.24,207.27,90.81,25.425,118.55,85.77,223.73,140.53,152.68,107.89,250.53,80.67,70.0675,60.61,50.925,308.4,171.45,115.6999,165.92,45.83,160.2675,70.9,59.43,87.32,199.89,203.32,71.49,125.55,76.625,555.8,260.4,56.63,455.0,249.72,168.455,690.29,57.44,148.77,36.07,58.675,105.35,156.25,173.2,358.2,221.6,1805.84,264.57,102.18,624.175,115.63,160.51,36.11,215.3266,41.96,65.54,398.55,57.19,113.59,308.59,137.97,51.29,57.66,38.15
180,110.88,203.65,3037.8,1495.2,259.2,1503.0032,451.0,126.325,221.01,99.49,149.65,205.72,310.39,279.835,137.93,25.58,130.79,178.25,341.135,478.34,248.11,479.4,37.8235,45.85,37.07,40.32,433.84,60.94,50.5,107.99,134.79,238.4,51.155,367.84,137.53,79.15,341.22,29.22,208.57,90.5,25.4,117.91,86.3,223.57,141.8,154.5,109.24,250.61,79.57,70.4975,60.29,50.94,312.95,170.47,115.43,163.85,45.96,163.75,70.0,59.715,87.24,196.65,204.53,70.76,124.92,77.4,559.16,251.26,56.8,457.255,249.84,169.72,685.146,57.12,149.52,36.54,59.77,106.12,156.21,172.78,354.77,225.38,1794.52,266.32,102.03,628.3,116.3,161.97,36.45,213.09,41.04,65.169,399.0,56.74,112.4,310.83,137.88,52.17,57.465,38.045
181,110.19,202.71,2962.0,1440.06,249.95,1448.36,455.68,125.225,215.45,96.05,147.93,201.25,300.53,272.8999,137.47,24.78,126.8858,183.45,331.67,475.86,245.13,487.775,36.71,45.44,36.48,39.47,426.225,60.08,49.745,106.46,131.31,233.98,50.02,351.96,137.24,76.6522,339.62,28.82,205.83,89.43,24.521,114.06,85.34,218.045,137.12,153.66,105.7,240.61,78.3,69.1725,62.5999,49.0899,308.02,165.18,112.14,159.62,44.155,162.95,69.48,58.96,83.95,194.17,196.91,70.24,120.7,77.98,556.755,244.42,57.36,462.4,247.04,158.83,648.1,53.2,149.99,35.92,59.01,100.63,149.5,166.6699,351.21,217.45,1688.09,257.88,98.4,625.92,114.04,161.07,35.08,203.47,39.8,64.97,389.8658,55.16,110.57,317.82,132.79,49.78,56.15,37.179
182,112.86,208.1,3133.99,1463.97,255.32,1469.52,437.76,126.48,214.75,95.66,145.35,200.71,300.62,273.52,139.03,24.595,127.47,188.06,336.03,487.2,248.57,491.82,36.84,46.475,36.33,39.46,431.31,60.37,50.21,105.52,132.89,237.07,50.035,361.8,138.99,77.53,344.9,28.93,207.59,88.95,24.36,117.2,83.57,216.96,138.82,151.57,105.19,238.675,78.79,69.9875,60.75,48.59,318.12,163.0,114.25,161.79,44.13,162.14,69.19,58.845,84.39,196.14,197.99,70.11,121.45,78.79,556.55,244.85,58.11,471.1,248.29,160.0678,667.44,52.64,154.44,35.8,59.2278,99.7847,147.5,163.67,353.41,219.06,1679.335,258.62,99.99,634.34,114.75,162.48,34.81,203.65,39.42,64.58,392.48,54.61,108.84,319.73,133.2953,49.78,56.3,36.4
183,112.11,208.1,3126.999,1453.08,257.9921,1460.96,412.15,127.27,214.88,95.35,147.55,201.09,296.1,276.62,138.42,24.26,127.3,188.47,335.17,488.0,248.77,491.04,35.79,46.38,36.3779,39.39,431.76,60.14,50.145,104.99,132.82,239.35,49.92,361.21,139.24,75.91,348.25,28.685,208.72,89.27,24.13,130.38,83.8196,219.685,139.09,151.59,104.7825,238.37,77.35,69.665,60.49,48.235,315.98,163.9,113.93,162.91,43.95,165.76,68.62,59.495,84.9,192.915,200.82,71.41,121.59,77.91,552.87,242.23,58.88,473.315,249.23,160.42,676.2,51.36,155.2,35.81,58.375,97.1,148.91,164.24,352.165,220.67,1693.09,251.01,99.37,633.99,115.63,162.67,34.59,205.52,39.05,64.08,394.4271,54.91,107.34,327.59,132.92,51.61,56.19,36.23
184,110.25,205.57,3069.3,1437.99,252.24,1443.7088,399.5,125.695,210.23,94.3,145.25,197.67,294.93,269.7,137.15,23.82,123.8,184.9,330.78,471.425,239.9574,477.0,34.82,46.08,36.04,38.16,421.11,59.56,49.64,103.53,132.31,220.45,49.1,357.57,137.795,73.03,347.3333,28.255,206.514,87.0,23.72,127.54,83.48,218.41,138.32,149.66,102.17,235.48,77.085,69.94,59.9,47.42,312.63,160.915,113.29,160.8497,42.595,162.57,66.77,58.82,84.14,197.4594,198.29,70.95,119.515,77.25,542.11,240.13,58.82,465.17,242.68,150.31,663.68,49.44,153.56,34.97,57.6,96.8988,147.4386,161.955,348.395,219.38,1680.35,249.27,97.08,621.28,114.32,159.505,34.26,201.785,38.62,62.84,384.49,53.54,105.39,334.18,131.34,50.36,55.93,35.32
185,112.44,209.04,3101.54,1445.94,255.75,1450.0,408.7323,128.835,211.11,93.715,146.25,198.14,303.27,270.15,137.99,23.55,124.19,187.92,333.48,481.58,243.945,484.87,34.94,46.33,36.15,38.54,424.79,59.45,50.28,103.61,133.83,215.065,48.76,357.72,137.535,72.48,343.77,28.11,207.53,86.86,23.71,124.75,83.24,219.25,139.1,150.4,103.65,233.67,76.0059,70.5325,59.99,47.33,318.79,162.06,115.75,160.2,42.13,167.0,69.73,59.84,84.69,195.39,199.53,71.46,119.41,78.2,548.9,240.67,58.38,481.65,244.18,156.3116,677.92,49.36,155.16,35.07,57.43,96.85,146.7,160.98,354.875,220.93,1660.74,256.1,97.69,617.4,113.66,161.455,33.99,205.15,38.41,62.505,388.4,53.4,105.05,331.89,134.94,49.6,56.24,35.225
186,115.32,212.57,3175.04,1472.99,259.6,1476.8,428.08,130.5175,215.47,96.93,148.29,201.72,310.01,274.22,139.94,24.31,126.86,192.47,340.57,489.39,248.58,492.0,35.9,47.07,36.575,39.29,431.12,59.795,51.46,105.25,138.58,223.89,49.71,368.43,138.05,74.76,349.77,28.65,211.33,88.2,24.27,126.19,83.7,221.98,142.0,151.58,105.39,238.9,77.66,71.5075,60.54,49.14,326.13,166.15,118.7391,163.1,43.88,171.98,71.5,60.21,86.24,201.865,202.2,71.1,122.33,79.57,563.94,244.42,59.85,488.4,249.04,168.0,695.56,50.48,157.71,36.31,58.595,99.725,150.31,164.14,359.68,224.3565,1729.25,261.8,100.2,633.64,117.07,164.3424,34.74,210.15,39.21,63.41,396.61,55.88,109.15,337.85,138.04,49.77,57.37,36.4645
187,115.31,210.07,3188.26,1472.0,263.33,1476.6632,428.5,134.4275,213.59,96.03,147.92,202.38,305.5,273.8415,138.42,23.99,126.29,195.78,340.72,493.45,247.8965,496.2868,35.11,46.87,36.54,39.375,436.3,59.49,51.735,106.41,139.54,225.17,49.555,370.8,138.14,74.14,354.29,28.405,212.24,87.28,23.72,127.1,83.15,220.955,143.0532,148.44,105.24,239.29,76.12,71.4825,60.16,48.26,329.22,166.23,119.25,163.97,43.29,170.465,71.34,60.94,86.25,198.77,200.38,71.64,122.1858,82.55,562.2,242.0,60.25,489.56,249.05,165.5,715.89,49.84,158.43,36.26,57.95,99.35,148.97,161.95,360.32,222.39,1712.27,261.75,100.45,635.8262,117.94,163.41,33.78,208.86,38.95,63.025,393.15,55.19,107.76,342.56,138.505,51.38,57.09,35.58
188,117.26,211.98,3212.88,1486.1975,266.085,1489.75,433.93,136.225,213.7,97.1975,149.73,202.54,314.52,279.915,139.85,24.32,125.55,198.72,343.65,497.24,255.4068,504.63,34.92,46.72,36.959,39.7,444.8,59.705,52.38,109.48,139.19,228.295,49.62,371.0,141.74,72.89,357.7,28.67,216.63,88.44,23.87,127.28,83.32,222.2,144.2501,148.445,104.87,240.02,75.29,70.7825,60.39,48.99,329.14,167.92,119.255,167.62,43.59,169.67,75.39,60.64,87.16,203.08,202.2,71.7,122.91,82.94,570.885,243.58,60.183,493.31,256.115,170.98,717.89,50.32,159.15,36.68,59.095,101.52,150.95,163.103,363.71,226.06,1729.79,271.155,101.55,632.06,118.25,166.79,33.29,210.67,38.9,63.425,389.76,56.575,110.28,338.23,140.97,49.27,57.73,36.17
189,117.72,213.99,3224.0,1495.07,268.33,1499.04,448.88,137.6274,214.385,97.77,149.65,205.195,315.17,280.0,139.99,24.41,125.47,201.27,346.7,501.5,254.67,529.55,34.1,46.77,37.09,39.31,452.685,59.6,52.72,110.33,140.85,229.24,49.6577,370.71,144.3799,71.88,359.685,28.64,218.68,88.17,23.81,127.73,83.34,223.0,147.22,148.705,104.95,238.365,74.97,71.01,60.27,49.07,333.98,167.14,120.205,168.28,43.65,170.8,70.2,60.57,87.45,203.13,198.0,,123.3,85.25,578.24,245.0,61.02,495.13,258.505,172.76,718.4273,50.32,160.89,37.76,58.67,101.48,150.31,161.9,368.1442,223.78,1750.0,270.765,102.37,640.0,119.64,166.78,32.74,210.24,38.945,63.71,390.0,57.385,110.9,339.25,141.67,48.18,57.96,36.09
190,115.37,210.99,3195.7965,1479.03,265.15,1483.2,439.13,135.195,213.68,98.59,148.41,202.83,317.39,281.08,139.12,24.431,123.6775,196.21,342.61,496.78,254.95,526.3714,33.35,45.99,36.66,38.55,441.8,59.545,51.9789,108.66,139.91,224.92,49.58,364.92,143.1,71.67,357.84,28.89,215.23,87.35,24.09,126.8,81.74,223.3499,143.93,146.94,103.11,234.98,75.1265,71.7875,59.52,48.34,329.48,167.0,118.66,167.46,43.87,168.5,72.77,60.01,87.13,200.6999,198.59,,121.75,84.65,574.67,243.91,59.66,502.63,254.66,169.78,707.57,51.2,159.99,38.475,58.69,103.14,151.25,161.94,365.5,226.52,1720.0,280.48,104.74,633.17,117.95,164.71,33.29,210.93,39.22,63.84,383.4766,57.81,113.0,335.8599,139.32,47.52,57.78,36.95
191,116.65,210.41,3202.53,1484.7,264.865,1488.21,433.64,136.4425,213.9,99.25,148.38,203.65,318.42,282.42,139.65,24.71,123.595,196.91,343.25,486.69,253.28,520.99,33.75,45.93,36.88,38.79,451.75,59.84,51.81,108.65,138.38,224.94,49.55,366.85,142.1899,72.73,358.98,28.75,218.63,88.18,24.6,128.5,81.54,226.5,144.23,147.47,104.12,236.65,76.06,72.245,59.6664,48.89,332.0,169.25,120.65,168.97,45.23,169.96,72.02,59.28,88.675,202.84,202.25,,122.75,86.2819,581.52,243.64,60.63,502.23,256.65,172.08,708.56,51.6,162.31,38.71,58.97,104.08,154.45,163.5,365.98,231.12,1720.4744,285.0,105.72,639.27,116.69,165.07,34.31,214.1,39.62,64.09,385.8891,58.46,114.97,343.05,141.87,47.73,57.14,37.915
192,116.12,210.18,3182.0,1484.52,265.69,1486.76,428.7799,141.42,213.48,100.86,148.61,205.1,320.3,283.0,140.77,25.19,124.19,197.37,346.36,491.51,257.29,521.82,34.42,45.52,37.03,39.35,452.0,59.97,52.7,108.77,138.82,225.27,49.725,372.0,142.9399,74.32,363.0,29.16,220.8139,88.06,25.0,130.44,81.14,228.66,147.14,147.83,105.3342,237.81,76.74,73.125,60.53,49.41,333.87,171.42,122.52,168.98,46.06,172.05,73.92,59.46,89.28,206.09,204.0,,124.83,87.25,590.6044,244.41,62.16,502.5999,257.4,175.56,716.22,52.64,161.98,37.46,59.5176,105.29,155.45,165.7,367.23,230.64,1759.03,290.64,105.67,638.06,118.93,164.5,35.08,214.81,40.22,63.79,386.11,58.46,117.155,351.08,145.58,48.83,57.2,38.795
