,Date,AAPL_Highest price,MSFT_Highest price,AMZN_Highest price,GOOGL_Highest price,FB_Highest price,GOOG_Highest price,TSLA_Highest price,NVDA_Highest price,BRK.B_Highest price,JPM_Highest price,JNJ_Highest price,V_Highest price,UNH_Highest price,HD_Highest price,PG_Highest price,BAC_Highest price,DIS_Highest price,PYPL_Highest price,MA_Highest price,ADBE_Highest price,CRM_Highest price,NFLX_Highest price,XOM_Highest price,CMCSA_Highest price,PFE_Highest price,CSCO_Highest price,TMO_Highest price,VZ_Highest price,INTC_Highest price,ABT_Highest price,PEP_Highest price,ACN_Highest price,KO_Highest price,AVGO_Highest price,WMT_Highest price,CVX_Highest price,COST_Highest price,T_Highest price,DHR_Highest price,ABBV_Highest price,WFC_Highest price,NKE_Highest price,MRK_Highest price,MCD_Highest price,TXN_Highest price,LLY_Highest price,MDT_Highest price,LIN_Highest price,PM_Highest price,NEE_Highest price,ORCL_Highest price,MS_Highest price,INTU_Highest price,HON_Highest price,QCOM_Highest price,LOW_Highest price,C_Highest price,UPS_Highest price,MRNA_Highest price,BMY_Highest price,SBUX_Highest price,GS_Highest price,UNP_Highest price,RTX_Highest price,IBM_Highest price,AMD_Highest price,BLK_Highest price,AMT_Highest price,AMAT_Highest price,NOW_Highest price,AMGN_Highest price,BA_Highest price,ISRG_Highest price,GE_Highest price,TGT_Highest price,SCHW_Highest price,CVS_Highest price,AXP_Highest price,CAT_Highest price,MMM_Highest price,SPGI_Highest price,DE_Highest price,BKNG_Highest price,ANTM_Highest price,PLD_Highest price,CHTR_Highest price,ADI_Highest price,ZTS_Highest price,COP_Highest price,SYK_Highest price,MO_Highest price,GILD_Highest price,LMT_Highest price,TJX_Highest price,PNC_Highest price,LRCX_Highest price,ADP_Highest price,MU_Highest price,MDLZ_Highest price,USB_Highest price,TFC_Highest price,MMC_Highest price,CB_Highest price,GM_Highest price,CCI_Highest price,FIS_Highest price,COF_Highest price,DUK_Highest price,TMUS_Highest price,EL_Highest price,BDX_Highest price,EQIX_Highest price,CME_Highest price,EW_Highest price,CI_Highest price,CSX_Highest price,SHW_Highest price,ICE_Highest price,SO_Highest price,AON_Highest price,FISV_Highest price,CL_Highest price,REGN_Highest price,ADSK_Highest price,BSX_Highest price,HCA_Highest price,ETN_Highest price,ITW_Highest price,NSC_Highest price,ILMN_Highest price,ATVI_Highest price,D_Highest price,WM_Highest price,APD_Highest price,MCO_Highest price,EMR_Highest price,F_Highest price,FDX_Highest price,NXPI_Highest price,NOC_Highest price,IDXX_Highest price,KLAC_Highest price,ECL_Highest price,PGR_Highest price,DXCM_Highest price,CMG_Highest price,DG_Highest price,HUM_Highest price,JCI_Highest price,TWTR_Highest price,FCX_Highest price,MSCI_Highest price,ALGN_Highest price,A_Highest price,AIG_Highest price,ROP_Highest price,EOG_Highest price,GPN_Highest price,EXC_Highest price,VRTX_Highest price,INFO_Highest price,IQV_Highest price,TEL_Highest price,SNPS_Highest price,TROW_Highest price,MET_Highest price,PSA_Highest price,GD_Highest price,EBAY_Highest price,APH_Highest price,CARR_Highest price,KMB_Highest price,LHX_Highest price,DOW_Highest price,SPG_Highest price,NEM_Highest price,MCHP_Highest price,MTCH_Highest price,SLB_Highest price,BIIB_Highest price,ORLY_Highest price,CDNS_Highest price,BK_Highest price,MAR_Highest price,TT_Highest price,APTV_Highest price,DLR_Highest price,SYY_Highest price,ROST_Highest price,PRU_Highest price,AEP_Highest price,BAX_Highest price,CTSH_Highest price,MPC_Highest price,MSI_Highest price,SRE_Highest price,FTNT_Highest price,DFS_Highest price,RMD_Highest price,PXD_Highest price,TRV_Highest price,SIVB_Highest price,HLT_Highest price,EA_Highest price,ALL_Highest price,XLNX_Highest price,CNC_Highest price,PH_Highest price,AZO_Highest price,YUM_Highest price,SBAC_Highest price,DD_Highest price,GIS_Highest price,OTIS_Highest price,STZ_Highest price,WELL_Highest price,PPG_Highest price,WBA_Highest price,ROK_Highest price,HPQ_Highest price,PAYX_Highest price,CTAS_Highest price,FRC_Highest price,ADM_Highest price,TDG_Highest price,MNST_Highest price,IFF_Highest price,XEL_Highest price,CMI_Highest price,MTD_Highest price,KMI_Highest price,AFL_Highest price,VRSK_Highest price,CBRE_Highest price,STT_Highest price,WMB_Highest price,WST_Highest price,CTVA_Highest price,ZBH_Highest price,MCK_Highest price,LUV_Highest price,EFX_Highest price,PSX_Highest price,AVB_Highest price,AMP_Highest price,AJG_Highest price,KEYS_Highest price,AWK_Highest price,PEG_Highest price,NUE_Highest price,FAST_Highest price,FITB_Highest price,ANSS_Highest price,AME_Highest price,CPRT_Highest price,SWK_Highest price,WLTW_Highest price,BLL_Highest price,VLO_Highest price,GLW_Highest price,SYF_Highest price,ZBRA_Highest price,PCAR_Highest price,DAL_Highest price,ES_Highest price,DHI_Highest price,KR_Highest price,WEC_Highest price,ODFL_Highest price,SWKS_Highest price,WY_Highest price,LH_Highest price,EQR_Highest price,GNRC_Highest price,OXY_Highest price,ARE_Highest price,LEN_Highest price,URI_Highest price,FTV_Highest price,OKE_Highest price,ETSY_Highest price,CDW_Highest price,IT_Highest price,ALB_Highest price,RSG_Highest price,O_Highest price,KSU_Highest price,LYB_Highest price,ED_Highest price,HIG_Highest price,BBY_Highest price,HSY_Highest price,VIAC_Highest price,CZR_Highest price,EXPE_Highest price,KHC_Highest price,GRMN_Highest price,TSCO_Highest price,PAYC_Highest price,VMC_Highest price,KMX_Highest price,HBAN_Highest price,XYL_Highest price,NTRS_Highest price,DOV_Highest price,TSN_Highest price,EXR_Highest price,CTLT_Highest price,WAT_Highest price,MLM_Highest price,IP_Highest price,NDAQ_Highest price,DVN_Highest price,FLT_Highest price,VFC_Highest price,PPL_Highest price,EIX_Highest price,HES_Highest price,DTE_Highest price,MAA_Highest price,TRMB_Highest price,CERN_Highest price,CCL_Highest price,COO_Highest price,AEE_Highest price,CRL_Highest price,MPWR_Highest price,ESS_Highest price,VTR_Highest price,IR_Highest price,MKC_Highest price,KEY_Highest price,ULTA_Highest price,STE_Highest price,BKR_Highest price,EXPD_Highest price,RF_Highest price,NTAP_Highest price,CHD_Highest price,CLX_Highest price,DRI_Highest price,ENPH_Highest price,RCL_Highest price,CFG_Highest price,TDY_Highest price,VRSN_Highest price,HAL_Highest price,ETR_Highest price,DLTR_Highest price,FE_Highest price,PKI_Highest price,MTB_Highest price,BR_Highest price,TECH_Highest price,ANET_Highest price,QRVO_Highest price,HOLX_Highest price,TYL_Highest price,HPE_Highest price,PEAK_Highest price,TFX_Highest price,AMCR_Highest price,DRE_Highest price,MGM_Highest price,ABC_Highest price,WDC_Highest price,DPZ_Highest price,DGX_Highest price,J_Highest price,POOL_Highest price,GPC_Highest price,AVY_Highest price,GWW_Highest price,CINF_Highest price,TER_Highest price,TTWO_Highest price,AKAM_Highest price,RJF_Highest price,CMS_Highest price,CE_Highest price,STX_Highest price,WAB_Highest price,VTRS_Highest price,NVR_Highest price,PFG_Highest price,CAG_Highest price,K_Highest price,TXT_Highest price,BIO_Highest price,IEX_Highest price,FANG_Highest price,PWR_Highest price,BXP_Highest price,MKTX_Highest price,OMC_Highest price,UAL_Highest price,AES_Highest price,CDAY_Highest price,ABMD_Highest price,NLOK_Highest price,CAH_Highest price,IPG_Highest price,UDR_Highest price,CNP_Highest price,JBHT_Highest price,EMN_Highest price,EVRG_Highest price,AAP_Highest price,LNT_Highest price,LKQ_Highest price,AAL_Highest price,WRK_Highest price,MAS_Highest price,PKG_Highest price,WHR_Highest price,CTXS_Highest price,CBOE_Highest price,XRAY_Highest price,BRO_Highest price,SJM_Highest price,LUMN_Highest price,LDOS_Highest price,INCY_Highest price,KIM_Highest price,FOXA_Highest price,PTC_Highest price,IRM_Highest price,MOS_Highest price,LNC_Highest price,FBHS_Highest price,HWM_Highest price,BF.B_Highest price,PNR_Highest price,JKHY_Highest price,LVS_Highest price,PHM_Highest price,CF_Highest price,LYV_Highest price,FFIV_Highest price,FMC_Highest price,ALLE_Highest price,HST_Highest price,HAS_Highest price,SNA_Highest price,CHRW_Highest price,HRL_Highest price,RHI_Highest price,ATO_Highest price,PENN_Highest price,TPR_Highest price,MRO_Highest price,CMA_Highest price,DISH_Highest price,HSIC_Highest price,L_Highest price,UHS_Highest price,BWA_Highest price,REG_Highest price,MHK_Highest price,RE_Highest price,WRB_Highest price,NCLH_Highest price,NRG_Highest price,ZION_Highest price,NWSA_Highest price,AIZ_Highest price,NI_Highest price,JNPR_Highest price,NWL_Highest price,LW_Highest price,TAP_Highest price,WYNN_Highest price,COG_Highest price,DXC_Highest price,CPB_Highest price,IVZ_Highest price,BEN_Highest price,SEE_Highest price,AOS_Highest price,WU_Highest price,GL_Highest price,FRT_Highest price,APA_Highest price,DVA_Highest price,PNW_Highest price,PVH_Highest price,HII_Highest price,ROL_Highest price,ALK_Highest price,PBCT_Highest price,DISCK_Highest price,NLSN_Highest price,VNO_Highest price,HBI_Highest price,LEG_Highest price,IPGP_Highest price,RL_Highest price,FOX_Highest price,GPS_Highest price,DISCA_Highest price
0,2020-01-01,75.15,160.73,1898.01,1368.68,209.79,1368.14,86.1391,59.9775,228.39,141.1,146.02,191.14,295.7,219.76,124.73,35.66,148.2,111.21,303.53,334.48,167.07,329.98,71.02,45.4,39.35,48.42,326.94,61.45,60.97,86.96,137.23,211.92,55.43,322.5,119.89,121.625,294.58,39.22,155.24,89.57,54.035,102.21,92.14,200.8,129.61,132.26,114.91,214.4459,86.17,60.92,53.96,52.06,266.6,180.8,89.81,120.46,81.26,117.9664,19.81,64.0,89.35,234.64,182.38,53.3,135.92,49.25,510.0,231.1499,62.65,291.68,243.19,333.35,597.83,95.64,128.9,48.38,74.7,126.27,150.55,180.01,277.9,176.88,2077.4143,302.8199,89.8,491.41,120.65,134.28,65.68,211.0,50.34,65.74,399.37,61.7,160.37,299.8,172.0,55.49,55.35,59.48,56.68,112.05,156.02,37.38,142.66,140.84,103.62,91.78,78.89,207.8588,273.45,584.91,202.05,77.9162,205.85,24.3967,195.04,93.07,63.67,209.88,116.3425,68.94,379.0,187.89,45.59,148.65,95.88,181.7,196.8,332.85,60.05,82.94,114.22,236.8,241.73,77.51,9.42,155.1,129.5,355.7,265.26,182.6988,193.89,74.35,222.63,859.19,157.12,367.9,41.41,32.5,13.45,266.06,284.14,86.35,51.87,365.17,84.61,186.665,45.78,220.6541,75.82,156.73,97.09,142.93,125.17,51.69,214.16,179.04,36.5,54.615,17.0,137.57,203.37,55.54,149.76,43.875,108.09,24.2119,40.72,299.08,439.06,71.44,50.92,152.6,104.92,96.34,120.36,85.13,116.84,94.9,94.56,85.87,62.46,61.92,162.31,151.49,110.29,85.31,156.17,153.15,137.74,254.28,111.62,108.35,113.0,101.69,63.27,209.77,1197.58,102.19,242.27,65.16,53.8,49.3,190.0,82.14,134.16,59.59,205.64,20.83,85.6348,270.83,118.22,46.64,567.44,64.02,129.47,63.58,180.875,809.99,21.25,53.37,151.13,61.9,80.77,23.94,152.5,29.81,150.05,139.85,54.87,142.58,113.18,210.91,169.24,95.86,104.265,123.16,59.15,56.86,37.33,31.02,259.66,100.8,93.57,168.02,204.28,65.26,95.24,30.0,36.24,260.4,79.66,59.39,85.03,53.11,29.16,92.52,128.0267,122.4,30.235,170.2,81.48,102.02,42.69,162.42,56.1732,168.67,38.8772,76.11,45.61,144.49,156.04,73.88,89.84,74.0,155.48,95.47,90.6548,61.01,88.44,147.81,42.35,13.69,111.15,32.42,98.47,94.09,271.98,145.71,89.51,15.16,79.95,107.63,116.87,91.61,105.93,56.64,236.29,281.82,46.55,107.96,26.28,291.41,100.25,36.04,75.58,68.01,130.0,132.5,42.26,73.69,51.67,323.85,77.1,154.84,180.87,303.31,58.0,134.35,85.285,20.37,254.8289,153.21,25.73,78.73,17.3,62.82,70.71,153.41,112.26,29.35,134.8,40.78,357.69,197.2,24.84,119.83,94.69,48.56,98.86,171.07,124.89,220.6,207.2351,117.4,52.33,306.4,16.18,34.64,379.67,10.9145,34.89,33.7,85.8,65.98,295.1,106.815,90.44,213.88,106.84,132.25,344.71,106.03,69.79,123.98,87.83,60.5267,62.88,124.59,60.64,80.96,17.93,3819.94,55.89,34.41,69.25,45.5,373.7,173.32,93.66,41.1857,138.54,381.035,81.165,90.57,20.1,70.04,173.86,26.03,51.01,23.36,46.86,27.34,117.99,80.4,65.27,160.95,54.77,36.02,29.295,44.39,48.41,112.89,149.45,111.99,120.18,57.51,39.67,104.39,11.14,98.6432,87.97,20.78,37.47,76.9,32.0268,22.15,59.85,65.81,15.4,67.67,46.43,146.78,70.94,38.98,48.19,72.46,141.31,101.4,125.39,18.66,106.18,170.8539,78.5,45.35,63.75,112.04,26.15,27.32,13.75,72.23,36.13,67.94,53.0,144.26,44.05,63.47,137.45,278.295,69.49,59.105,39.99,52.48,14.45,132.39,28.0,24.9,19.44,86.07,54.42,144.3899,17.6,38.37,49.5585,18.14,25.7964,40.06,47.98,27.025,105.86,129.84,25.93,75.4,90.25,106.405,255.85,22.3933,68.79,17.0,30.64,20.45,66.9,14.86,51.297,147.605,118.94,36.75,17.8,32.84
1,2020-01-02,75.145,159.945,1886.1965,1373.75,210.4,1372.5,90.8,59.4575,227.43,139.23,145.373,190.96,291.875,219.68,123.53,35.15,147.9,110.42,302.42,332.98,166.77,329.8599,71.37,45.2213,39.24,48.135,325.29,60.79,60.7,86.67,136.79,210.625,54.99,320.0,118.7886,122.72,292.9,39.2,155.31,89.39,53.615,102.0,92.07,200.55,129.25,132.47,114.41,209.05,85.94,60.3407,54.05,51.45,265.37,179.83,87.64,119.82,80.515,116.86,19.36,63.33,89.1,232.61,181.19,58.9,134.86,49.39,506.701,229.83,61.73,293.06,240.26,334.89,594.58,96.0,125.53,47.6,74.06,125.1,149.96,178.66,278.2,175.76,2067.69,299.53,89.8602,496.59,119.67,134.91,67.13,210.57,49.95,65.37,417.17,61.57,159.59,296.81,170.45,55.305,54.57,58.81,56.2954,112.09,156.0,36.92,142.7,140.32,102.515,91.07,78.43,206.55,271.03,590.36,205.0458,77.5,204.39,24.3133,190.51,94.98,62.905,208.91,116.73,68.47,372.35,186.41,45.21,148.36,95.24,180.07,196.59,325.14,58.93,82.55,115.47,230.2702,241.61,76.51,9.37,153.34,128.28,375.8201,266.39,181.17,191.54,74.78,219.525,870.9359,156.36,372.0,41.02,32.1,13.09,263.58,282.02,85.33,51.47,363.36,86.85,185.805,45.765,219.8865,76.22,154.95,95.57,142.09,125.54,51.155,213.88,180.43,36.1,54.15,17.15,136.77,210.83,53.6,145.98,44.04,106.8491,24.072,41.14,292.68,439.22,70.99,50.43,150.02,109.53,94.825,120.18,84.7234,117.0,93.7165,94.04,85.76,61.54,61.36,164.58,149.43,111.53,84.4337,155.94,156.42,137.37,251.12,110.405,107.7458,113.095,101.06,62.12,207.84,1190.305,102.01,241.8,62.95,52.515,47.85,189.91,81.66,130.85,59.35,203.23,20.68,85.04,271.98,117.81,46.19,578.41,63.61,127.79,62.915,177.18,802.07,21.21,53.22,152.73,61.28,79.945,23.63,152.37,28.9,149.68,137.63,54.42,143.05,112.42,209.57,168.21,95.52,102.85,122.12,59.07,54.93,36.82,30.62,258.11,101.03,92.78,167.54,204.97,65.11,94.6482,29.73,35.975,258.65,78.83,58.12,83.51,53.22,28.82,91.71,127.1933,120.89,29.575,167.61,80.92,102.22,44.25,161.36,56.745,166.56,38.7719,76.7499,45.32,143.44,156.5,72.39,90.4,73.9,155.4,93.35,89.23,60.77,87.64,145.89,41.76,13.59,110.44,31.65,98.17,92.87,273.68,143.6,88.7329,14.855,80.35,106.48,115.92,91.56,106.59,56.52,233.83,279.45,45.06,108.48,26.535,291.67,99.935,35.4956,74.87,70.29,129.66,131.21,41.6705,73.88,50.4,322.96,76.55,153.275,178.5,301.59,57.11,133.74,85.465,20.03,252.48,151.5,25.99,77.91,16.88,62.4899,70.42,153.88,112.515,29.73,133.62,40.16,361.7334,201.46,25.45,118.84,93.58,47.66,97.68,170.3,123.99,218.8,203.83,115.24,51.94,308.42,15.96,34.37,377.42,10.63,35.04,33.43,85.065,65.305,295.26,105.7,90.96,215.68,104.875,129.24,342.26,106.61,68.91,122.5,87.5,59.7133,62.7,120.74,60.05,80.58,16.99,3825.0,55.06,33.99,68.365,45.2498,370.785,172.88,95.75,40.95,136.87,381.26,80.01,88.16,20.04,70.05,169.3174,25.97,49.8,22.78,46.575,26.94,117.21,77.58,63.78,159.63,54.35,35.59,28.29,43.22,47.92,110.2,146.65,111.97,122.12,56.77,39.715,102.86,10.7,99.87,78.1,19.91,36.98,75.77,30.87,21.49,58.87,65.5,13.71,67.56,46.035,146.015,70.15,39.08,47.21,72.1,140.95,99.42,124.9,18.1,105.5,167.37,77.8,44.57,63.36,111.32,25.965,26.93,14.07,70.8374,35.95,66.72,52.81,142.17,43.35,62.49,133.47,278.27,69.18,58.22,38.79,51.89,14.43,133.05,27.425,24.51,18.85,94.46,53.47,142.27,17.54,36.26,48.62,17.74,25.33,38.56,47.5,26.3,104.64,126.325,26.14,75.33,89.27,104.84,263.81,22.1733,67.11,16.76,30.22,20.1457,66.09,14.4999,50.13,144.96,118.4061,36.35,17.5,32.23
2,2020-01-05,74.99,159.1,1903.69,1398.32,212.78,1396.5,90.312,59.3175,227.13,138.27,144.2,189.21,291.66,220.0,123.19,34.9,146.03,110.22,301.33,333.91,173.67,336.36,71.355,44.87,39.0,47.82,325.33,60.59,60.195,86.36,136.32,208.79,54.905,313.92,118.09,121.67,292.07,39.15,154.76,89.62,53.2,101.84,91.735,202.7673,127.33,132.56,114.95,206.3457,86.11,60.65,54.2,51.04,266.63,178.38,86.55,120.39,79.55,116.23,18.74,63.2354,88.41,234.02,180.08,64.49,134.24,48.86,504.77,230.0,60.4568,293.41,240.45,334.86,597.62,97.68,124.6517,47.39,73.94,124.16,148.56,178.71,279.07,176.88,2059.79,300.56,89.6,498.15,117.32,134.065,66.94,213.07,50.07,65.825,417.99,61.64,158.6818,292.03,170.34,54.14,54.48,57.79,55.8,111.95,157.09,36.18,142.68,140.35,101.13,91.04,78.85,207.5,273.7,588.0,206.29,78.3533,207.16,24.25,188.572,95.47,63.0,208.57,116.97,68.85,372.14,187.25,45.57,148.77,95.43,178.59,196.17,325.71,59.87,82.65,115.95,228.15,241.95,77.09,9.17,153.55,126.99,382.26,267.18,177.56,189.29,75.72,227.175,862.8,154.72,370.64,41.43,31.71,12.93,262.15,286.18,84.82,51.64,359.99,89.29,188.0,45.76,224.35,76.27,155.09,95.27,142.16,125.57,51.03,214.93,182.98,35.82,53.78,15.8,136.48,214.0,52.88,146.873,43.85,104.23,24.0805,41.075,291.19,437.03,70.9706,50.75,147.99,118.1,93.18,119.65,84.25,117.48,93.52,93.99,85.59,61.3,58.73,167.03,149.14,112.36,83.38,156.12,159.01,137.21,249.8,109.45,109.31,113.21,98.36,63.1,206.98,1177.74,101.8,242.0,62.47,52.73,46.99,191.74,83.22,129.98,59.78,204.32,20.79,84.85,270.35,116.57,45.845,585.435,63.53,126.87,62.94,175.56,793.86,21.455,52.92,153.03,60.88,80.87,24.05,152.61,28.501,148.83,138.17,54.56,143.53,108.44,209.87,167.8,95.75,100.88,121.75,58.85,54.63,36.295,30.27,255.865,101.09,93.63,166.53,204.58,65.45,91.99,29.69,35.68,258.01,78.52,57.76,83.75,54.1,28.87,91.8,126.0533,117.46,29.52,169.44,81.45,101.96,45.45,161.58,58.37,165.69,38.592,77.14,45.19,141.65,158.89,72.17,90.64,74.46,154.89,92.58,89.06,60.83,87.92,145.28,42.07,13.57,109.07,31.47,98.06,91.65,278.2,142.87,87.58,14.64,79.94,105.3,115.85,90.3,107.02,56.1825,230.45,278.09,44.69,108.26,26.55,290.48,99.43,35.54,75.19,71.03,129.43,131.47,41.45,74.05,49.4,323.76,76.385,153.55,175.785,301.94,57.88,132.78,85.86,19.6754,251.09,152.1293,25.79,77.435,16.5955,62.01,70.92,153.935,113.15,29.66,131.869,39.8,363.41,202.89,25.47,119.89,93.06,47.7054,98.05,169.5,125.01,217.995,203.17,112.98,52.47,310.43,15.78,34.77,380.36,10.515,34.9,33.05,85.31,64.5463,294.38,105.74,91.09,215.34,103.755,128.75,339.85,106.282,67.345,125.1264,87.58,59.3933,62.71,119.5,58.71,80.28,18.2,3820.0,55.03,33.82,68.13,44.8,372.23,172.97,95.91,40.9,138.15,379.7,79.67,88.07,20.04,70.4,179.42,26.77,49.82,22.95,46.59,27.0,116.1998,76.84,63.67,158.89,54.12,35.38,27.4901,42.9,47.625,109.0,147.75,113.06,120.98,56.68,39.7,103.78,10.4,100.44,77.425,20.19,36.765,76.31,31.4653,20.96,57.79,65.89,12.69,67.51,45.89,146.81,70.12,39.5668,46.22,71.79,139.68,98.91,123.63,17.935,105.4,166.45,77.62,44.65,63.09,111.68,26.33,27.3,14.01,69.98,35.78,67.365,52.54,142.42,42.29,63.01,132.13,277.75,69.0,57.27,38.179,51.68,14.37,133.11,27.55,24.41,18.925,92.51,54.98,141.38,17.48,35.5,48.55,17.8,25.29,38.29,47.67,26.09,103.87,127.71,25.98,75.61,89.4,105.71,267.27,22.1933,66.89,16.58,30.01,20.49,66.99,14.7,50.0,143.62,119.87,36.14,18.49,32.08
3,2020-01-06,75.225,159.67,1913.89,1403.5,214.58,1402.99,94.326,60.4425,227.26,137.86,145.45,190.1,291.49,220.56,123.2059,34.92,146.8699,111.56,303.38,334.79,176.87,336.7,70.52,45.005,39.13,47.72,329.24,60.175,59.8,86.3,136.07,206.26,54.6,316.5765,117.515,119.7261,291.69,39.3,156.67,89.54,53.05,102.74,91.12,202.68,130.9,132.925,115.3,206.75,86.83,60.5525,54.33,51.19,267.52,178.07,89.49,120.6609,79.3,116.44,18.32,64.18,88.03,237.77,179.58,63.98,134.96,49.39,509.82,227.57,62.1,294.58,240.0,344.19,589.95,97.88,124.43,48.01,73.665,124.4,147.57,178.51,286.69,176.44,2072.83,300.28,88.94,500.6495,120.88,134.81,66.49,210.85,49.9349,65.29,416.12,61.67,158.4,298.535,169.455,58.4,54.08,57.69,55.67,112.26,155.36,35.84,141.42,140.0,100.7,90.89,79.51,207.21,273.52,586.5,206.01,78.6,208.78,24.51,188.7133,94.93,62.73,208.51,117.33,68.46,373.83,188.17,45.58,148.79,94.995,178.39,197.73,331.17,60.41,82.48,116.2,228.83,245.21,77.45,9.25,155.22,129.78,376.71,269.46,177.77,189.9,73.12,234.43,863.0,154.76,369.0,41.18,32.695,13.185,265.36,286.45,85.26,51.43,361.73,89.33,189.6,45.69,225.92,76.83,157.9,96.84,143.48,126.67,51.62,214.645,181.63,35.7,54.2675,15.25,136.73,214.24,53.0648,145.49,43.52,110.8,24.1633,40.61,291.84,434.51,71.28,51.42,147.22,115.97,92.5,118.53,84.35,118.88,93.8,93.83,85.93,60.694,59.17,166.45,149.32,112.509,82.39,156.09,157.8,136.63,251.12,109.49,109.25,112.99,100.15,63.29,207.4414,1168.13,102.24,241.5,61.92,52.49,45.2,189.94,82.54,129.28,59.48,205.2695,20.775,84.622,271.2466,116.56,45.69,589.34,64.14,126.55,62.5168,174.8371,801.12,21.35,52.855,154.93,60.75,82.0,23.95,152.43,28.72,149.14,137.88,54.4,143.81,108.22,208.58,167.31,95.75,101.29,120.97,58.0,54.59,36.1,30.16,258.34,101.78,93.56,167.0,204.8,64.62,92.76,29.9357,35.585,258.74,78.105,58.07,83.3,54.01,28.8,91.07,126.2467,118.4799,29.49,169.47,80.86,102.93,45.28,157.53,58.33,165.97,38.6466,76.951,46.12,141.78,158.91,73.49,90.45,74.7,157.3,92.23,88.58,60.49,89.21,145.52,42.18,13.61,110.295,31.285,98.05,91.64,282.6,142.83,87.85,14.57,79.91,106.4,116.42,90.64,106.26,56.54,232.06,279.55,43.76,108.26,26.57,295.09,99.97,35.54,76.2,70.96,129.09,130.74,41.51,73.76,48.67,324.68,76.44,155.04,177.91,299.69,57.63,132.33,85.5675,19.64,254.84,151.705,25.46,76.94,16.53,62.2,70.37,153.295,113.48,30.2,132.1,39.8,362.43,204.1,25.35,119.59,93.39,47.685,98.99,168.07,125.47,218.84,205.43,112.75,52.795,320.46,15.765,34.61,381.41,10.49,34.5,32.91,85.25,67.98,293.25,104.81,91.24,214.68,103.0,128.135,339.3,105.61,68.87,126.47,91.15,60.1867,62.65,119.1,59.0398,80.8,18.42,3810.0,55.65,33.43,70.0,44.955,384.22,172.445,96.54,41.22,137.21,378.82,80.04,88.16,20.12,70.6,182.44,26.77,49.99,23.02,46.24,26.88,117.86,75.78,63.59,157.4,53.84,34.8575,27.68,41.92,47.54,105.37,148.98,113.43,119.99,56.98,39.82,103.68,10.37,100.77,77.62,19.97,37.225,76.98,31.14,21.08,58.25,65.9009,14.0,67.565,45.69,146.97,70.2,39.8085,46.4175,71.9,138.08,101.25,123.56,17.58,105.01,165.63,78.44,44.67,63.18,112.02,26.48,27.81,13.84,69.55,36.08,67.82,52.3,142.95,42.705,62.41,132.17,276.63,68.9,57.27,37.58,51.125,14.59,133.18,27.64,24.4,19.15,91.92,54.8,142.27,17.53,36.25,48.505,17.915,25.95,38.38,47.74,26.28,104.0218,126.53,32.58,75.4,88.715,106.8,268.335,22.2667,66.82,16.5,30.47,20.41,66.78,14.71,50.25,145.37,121.56,36.58,18.5,32.54
