,Date,AAPL_Highest price,MSFT_Highest price,AMZN_Highest price,FB_Highest price,TSLA_Highest price,NVDA_Highest price,PG_Highest price,PYPL_Highest price,ADBE_Highest price,TMO_Highest price,ABT_Highest price,ACN_Highest price,AVGO_Highest price,DHR_Highest price,TXN_Highest price,LIN_Highest price,INTU_Highest price,QCOM_Highest price,LOW_Highest price,UPS_Highest price,AMD_Highest price,NOW_Highest price,ISRG_Highest price,TGT_Highest price,DE_Highest price,CHTR_Highest price,ZTS_Highest price,TMUS_Highest price,SHW_Highest price,ADSK_Highest price,FDX_Highest price,IDXX_Highest price,PGR_Highest price,CMG_Highest price,A_Highest price,SNPS_Highest price,MTCH_Highest price,CDNS_Highest price,MNST_Highest price,CMI_Highest price,MTD_Highest price,VRSK_Highest price,WST_Highest price,FAST_Highest price,ANSS_Highest price,PCAR_Highest price,DHI_Highest price,ODFL_Highest price,SWKS_Highest price,GNRC_Highest price,ETSY_Highest price,BBY_Highest price,CZR_Highest price,CTLT_Highest price,TRMB_Highest price,CRL_Highest price,MPWR_Highest price,EXPD_Highest price,CHD_Highest price,PKI_Highest price,BR_Highest price,QRVO_Highest price,HOLX_Highest price,POOL_Highest price,GWW_Highest price,TTWO_Highest price,ABMD_Highest price,JBHT_Highest price,MAS_Highest price,FBHS_Highest price,CHRW_Highest price,PENN_Highest price,ROL_Highest price
63,2020-04-01,61.2875,155.48,1927.5258,161.3509,98.852,64.0,114.99,94.6799,306.5,287.99,79.6565,160.5,237.95,136.63,102.22,166.74,228.34,68.26,83.27,93.56,45.28,272.62,473.965,95.67,139.91,436.88,116.3,88.52,146.6567,142.14,117.3,240.76,77.54,634.69,72.45,128.79,18.3181,67.07,55.2,134.225,673.11,144.33,156.56,31.305,218.0,62.065,33.81,125.59,84.1,88.43,37.04,55.0601,6.74,50.04,30.26,122.76,159.56,67.96,66.74,73.975,93.94,76.97,34.24,194.73,244.75,120.12,147.46,91.39,33.49,40.12,69.56,10.74,23.8467
64,2020-04-02,61.425,157.38,1926.33,157.91,103.098,63.9075,115.9,92.95,303.47,287.5,79.99,158.72,242.55,137.8,103.64,165.75,225.22,68.69,84.24,93.4,44.8393,261.16,470.64,94.13,139.35,440.615,117.23,84.99,147.53,141.54,116.0,244.0,76.75,645.08,72.325,128.64,18.4923,66.72,54.93,135.005,651.74,143.2928,156.42,31.34,219.65,62.05,32.9,125.51,83.725,88.63,39.5,54.18,6.57,50.765,30.065,122.63,158.54,68.44,68.18,72.76,94.46,76.64,34.34,190.62,242.935,121.6,145.7,92.045,33.54,39.14,69.77,10.19,24.4867
65,2020-04-05,65.7775,166.5,1998.52,166.2,104.2,67.47,119.0,102.5,320.51,306.73,83.12,166.75,253.4143,142.75,109.56,177.05,241.69,71.37,89.37,96.48,47.58,272.25,503.4,97.82,144.87,464.5,127.46,86.49,154.3267,153.52,119.81,255.64,78.43,707.7,74.99,136.56,19.683,69.77,58.31,144.74,705.95,148.81,162.0,32.31,244.2,65.24,37.49,139.34,90.22,94.775,46.87,60.69,7.02,52.95,31.55,132.99,170.0,69.66,69.45,76.21,99.31,82.97,36.32,197.85,254.75,122.48,150.87,97.71,35.55,41.01,73.08,11.75,24.9667
66,2020-04-06,67.925,170.0,2035.72,173.39,113.0,69.5625,120.06,106.23,328.32,317.535,84.48,171.49,265.5,146.0,112.93,185.45,248.98,74.9,96.18,97.45,49.65,278.1,524.34,101.66,151.65,475.15,130.88,87.91,161.6567,157.8,125.48,264.99,78.6,756.27,77.56,140.77,20.5483,71.62,60.53,149.53,731.34,152.89,167.83,33.65,252.0,67.67,40.13,146.99,93.88,96.46,51.06,65.31,8.05,55.0,33.48,137.92,176.62,71.86,69.695,77.99,103.51,86.27,38.89,205.0,272.53,123.7,162.23,101.12,38.29,45.52,74.76,13.17,25.16
67,2020-04-07,66.8425,166.67,2044.0,175.0,111.4416,66.9875,117.3,105.505,317.72,309.08,85.39,172.69,262.2,145.87,110.67,187.43,247.86,74.375,94.77,99.5,49.0,276.41,514.67,105.69,147.815,466.14,127.99,87.64,163.99,161.78,127.23,256.25,78.55,735.0,77.17,139.63,20.7267,72.26,60.55,150.59,746.65,150.9,164.8,32.67,246.74,66.91,40.29,144.4,94.4,96.8212,52.08,65.34,7.755,55.55,33.68,142.49,176.6615,73.0,68.98,78.235,103.34,88.09,39.66,201.61,273.74,122.12,157.475,99.79,39.73,48.06,73.45,13.5,24.22
68,2020-04-08,67.5175,167.37,2053.0,177.08,115.0364,68.23,118.655,108.7,320.78,318.2,86.5,179.87,267.5,146.82,112.21,190.05,254.94,74.84,98.395,100.03,50.25,285.12,515.2,104.83,150.2099,476.145,131.15,87.75,172.7233,170.8078,130.0,261.06,80.76,788.97,78.72,141.03,20.2741,72.73,61.35,154.3,738.56,152.64,166.39,33.71,244.23,68.15,42.42,140.26,95.3,102.03,54.17,68.09,8.2,57.295,34.7137,147.06,176.82,73.47,69.98,79.575,106.37,88.56,41.67,204.97,282.21,121.24,160.69,103.04,40.9,51.82,74.32,15.08,24.3
69,2020-04-12,68.425,165.57,2180.0,175.0,130.4,67.55,116.75,106.29,320.9,316.88,86.48,177.01,261.52,146.46,108.45,188.53,252.77,73.51,95.84,100.25,51.07,284.5,500.05,105.3737,142.75,473.2,128.82,87.28,164.1367,163.985,125.19,257.155,80.0,771.0,77.99,140.52,19.8087,71.75,60.59,150.69,718.52,148.0,162.463,33.42,243.59,66.89,40.9,134.21,90.87,101.61,55.79,68.73,7.97,56.16,34.2,140.81,173.09,71.68,68.59,78.4,105.9,85.26,41.07,198.88,278.29,120.41,159.81,99.3,40.16,50.64,73.95,14.57,24.24
70,2020-04-13,72.0625,173.75,2292.0,181.225,148.376,71.33,121.47,110.98,342.095,327.41,89.537,178.89,268.38,152.95,111.4275,190.91,262.35,77.665,99.82,101.83,55.14,303.14,514.44,109.91,142.23,495.92,128.94,89.94,170.2167,174.76,126.98,264.98,81.45,794.12,79.2,147.83,21.1679,76.5,64.44,150.745,717.02,150.85,167.805,35.168,256.7171,67.495,40.82,135.78,95.87,103.17,57.76,70.0,8.11,57.34,33.07,143.9666,184.76,71.85,72.4,78.99,107.19,90.1,42.66,196.22,288.57,125.67,164.615,99.51,40.37,48.3,73.34,15.89,25.1867
71,2020-04-14,71.5825,173.57,2333.369,178.19,150.626,71.0418,123.42,109.09,339.2242,327.15,91.9,174.31,262.3228,153.41,109.14,183.45,257.47,76.34,95.9,99.98,55.5699,299.39,513.285,109.0,135.33,497.98,126.12,89.39,166.66,172.54,121.69,260.97,80.085,778.0,78.39,147.89,21.739,76.17,63.12,145.55,707.98,148.625,168.82,34.81,256.6127,65.7,38.95,134.1262,93.94,99.99,57.25,67.92,7.86,56.47,32.34,141.515,180.82,70.18,72.73,79.49,107.69,87.63,41.64,196.12,282.81,126.8,162.82,102.29,39.11,44.63,71.09,14.65,25.14
72,2020-04-15,72.0494,177.28,2460.9981,178.05,151.89,74.75,122.5,109.525,345.515,330.74,96.985,172.05,261.76,156.87,111.91,183.7,259.47,77.69,96.08,102.49,58.08,301.85,515.94,109.89,135.49,507.77,128.05,90.58,167.33,173.49,121.0,266.3323,79.84,790.0,78.92,152.05,22.9597,79.17,63.13,146.18,701.1,149.94,168.66,35.52,259.21,67.55,39.24,136.905,95.56,98.31,59.99,65.73,7.7258,56.86,32.65,141.52,184.94,70.24,72.975,82.14,108.74,87.25,42.0,197.965,283.12,127.27,162.06,104.12,39.28,44.01,74.26,14.2,25.5967
73,2020-04-16,71.7363,180.0,2400.0,180.28,154.99,74.715,124.99,112.12,350.38,334.32,97.75,175.16,267.425,158.0,114.06,188.9,267.33,78.25,98.67,103.75,57.755,303.12,528.1,114.07,138.55,509.12,131.54,93.3,172.6867,182.0,124.96,268.29,82.91,824.35,80.35,156.09,23.221,80.46,63.13,150.68,720.91,154.03,170.99,36.92,264.79,68.97,41.47,140.0,97.63,100.5,61.63,70.99,8.17,58.0,32.78,147.47,189.0,71.93,73.67,84.11,110.14,89.46,43.79,199.84,291.92,126.25,166.52,108.14,40.75,47.75,74.725,14.84,26.3667
74,2020-04-19,70.42,178.75,2444.98,180.5,153.114,73.375,123.23,114.3,348.5,331.75,100.0,176.9,265.26,157.3367,115.12,189.6,267.92,76.23,97.81,103.0,58.63,308.1351,529.5,112.5,140.2634,506.255,129.14,91.73,171.635,181.52,125.67,273.28,82.2,822.0,79.05,154.67,23.8692,78.67,62.04,148.2,718.52,151.595,172.515,35.92,268.44,68.5,39.24,135.58,94.91,100.32,66.2542,71.61,8.25,59.7,33.14,147.1,186.4,71.72,74.1,85.025,110.62,86.14,44.32,196.26,277.24,125.66,170.18,107.24,39.935,45.75,74.97,14.75,25.96
75,2020-04-20,69.3125,173.6699,2428.3099,175.38,150.666,71.1925,120.3,112.85,342.763,324.81,96.97,172.8,254.79,154.8257,110.75,182.67,260.88,73.97,93.7,102.11,57.73,303.7003,511.2475,108.26,135.19,497.59,126.05,89.89,164.2967,177.16,122.1754,265.3752,82.52,809.24,75.8,149.92,22.8926,76.89,60.42,144.05,700.0,148.17,169.12,34.815,263.88,68.99,38.54,128.53,92.14,98.29,66.55,69.06,8.015,58.91,32.06,137.9302,183.25,70.42,72.335,83.535,108.69,84.66,43.26,190.0,272.79,128.079,167.78,100.94,39.02,43.085,72.25,14.05,25.2
76,2020-04-21,69.475,174.0,2394.0,184.78,146.8,71.9675,120.28,116.0,339.38,337.54,95.98,173.34,262.22,160.845,112.46,182.89,265.91,75.34,96.03,101.77,56.15,302.68,514.43,108.53,137.88,501.35,127.48,90.65,168.4533,177.33,122.965,269.87,82.84,905.0,75.58,151.32,23.0754,80.55,60.58,146.35,705.8,152.83,170.93,35.06,264.86,67.18,39.43,129.585,93.409,97.51,64.33,69.9,8.15,58.71,32.49,138.4422,186.94,70.78,71.91,85.94,110.52,86.94,43.19,193.39,278.0,128.06,168.275,101.83,39.515,43.52,72.465,14.37,25.3133
77,2020-04-22,70.4375,175.06,2424.22,187.05,146.8,73.2844,119.67,118.385,341.75,337.31,97.45,175.32,265.2,163.9772,113.9,185.2195,267.8,76.17,96.6616,100.24,57.285,304.689,524.0,105.4989,140.085,508.06,126.62,91.88,169.5567,178.98,122.42,274.6,82.73,909.88,77.49,152.78,23.5166,81.43,60.89,148.88,720.513,152.12,190.27,35.56,264.99,67.5,40.45,142.12,94.6,99.81,63.4,70.58,8.15,60.11,33.37,142.0421,188.665,71.73,71.93,87.82,111.19,87.52,46.34,211.635,272.3173,127.99,171.25,101.91,40.57,45.3,72.43,14.05,25.2867
78,2020-04-23,70.7525,174.56,2420.4332,190.41,146.146,72.4175,119.76,120.47,344.7,329.95,94.58,176.4,265.07,165.68,114.0,182.76,264.84,76.11,99.66,100.45,56.78,303.68,520.49,108.45,139.42,508.86,126.85,91.0,168.9117,180.97,123.19,274.32,82.97,887.93,75.91,153.435,23.3638,81.319,60.635,147.815,714.77,149.15,196.25,36.14,264.93,67.7,41.24,143.525,96.78,99.67,67.02,72.3,9.04,60.73,33.35,137.52,186.465,72.07,71.48,87.99,111.6,89.97,47.46,216.04,271.4923,127.98,172.47,102.14,40.245,44.31,72.33,14.21,25.5267
79,2020-04-26,71.135,176.9,2444.88,193.75,159.898,75.875,119.19,122.387,349.96,343.44,95.9,180.535,271.22,170.14,116.24,185.62,273.08,77.8201,102.97,103.49,58.0,311.0,523.205,111.2,140.78,515.63,128.6,91.38,171.6133,186.56,128.5,278.85,83.3,900.0,76.62,155.6048,23.6465,81.97,60.74,151.95,739.5,152.42,198.61,37.075,265.61,69.155,42.45,143.81,99.45,101.57,70.58,75.18,9.3,63.68,34.54,141.63,194.42,72.77,72.39,89.2,114.62,92.345,49.9,223.8,279.195,129.34,168.51,105.8,41.82,47.16,74.64,16.53,26.4467
80,2020-04-27,71.4575,175.67,2373.5,189.2,161.0,76.05,117.91,122.0,353.45,346.89,95.15,183.26,276.41,170.64,119.805,188.11,276.98,77.78,106.57,99.32,57.35,315.0,519.0,113.88,144.6171,514.73,128.7,91.41,173.2933,185.79,129.89,276.95,83.83,899.0,77.0,155.9,22.7841,82.46,61.485,167.56,739.145,159.9938,201.79,37.97,266.96,70.97,47.99,147.69,103.85,102.3,71.2,79.18,9.77,64.32,35.73,142.445,198.86,73.23,71.905,89.87,116.585,95.4418,50.5,229.885,287.9,125.66,167.85,107.59,42.92,50.5,75.49,16.75,27.26
81,2020-04-28,72.4175,177.68,2391.89,196.91,160.64,75.145,118.045,124.03,351.25,337.38,93.05,188.17,276.99,166.59,119.68,190.2,274.94,79.24,107.8,97.1549,54.86,325.44,526.17,114.04,148.425,505.57,126.98,90.03,186.5433,189.86,131.8,274.67,81.76,894.23,79.38,158.14,23.0183,82.78,62.53,168.24,747.66,154.82,195.49,37.54,266.53,70.435,49.13,150.19,106.85,105.36,69.11,80.885,9.91,69.54,36.05,147.21,208.81,73.0,69.42,91.54,116.99,99.66,50.055,223.53,292.7,122.17,171.005,107.79,43.93,52.06,73.49,18.74,27.2933
82,2020-04-29,73.6325,180.4,2475.0,209.69,173.964,74.615,118.28,123.45,356.23,337.8,93.77,186.48,274.05,166.05,117.99,186.1921,275.1,80.87,106.722,95.74,54.29,357.78,518.0,111.2,145.8,511.33,130.42,89.02,181.2067,189.55,127.93,289.0,79.38,897.97,78.44,158.96,22.8412,82.61,62.7,164.16,746.27,153.29,192.94,36.79,268.09,69.48,47.75,147.84,105.96,102.36,68.85,78.99,9.83,69.56,35.47,146.31,203.905,72.4898,70.93,91.26,116.57,99.5,53.45,215.29,277.2167,122.05,198.43,105.15,41.78,50.51,72.16,18.65,26.72
83,2020-04-30,74.75,178.64,2362.44,207.28,154.554,72.225,118.37,122.7,350.3099,334.4372,91.3575,182.99,267.8515,162.63,113.25,185.1,267.53,77.59,104.69,93.71,51.95,351.0,506.97,109.48,143.05,517.905,127.89,88.11,176.5833,181.54,124.56,278.94,77.16,883.49,76.095,155.49,22.0017,80.0,61.46,160.01,709.69,154.54,191.78,36.045,260.0,68.72,46.62,149.98,101.71,96.57,64.6,75.625,9.52,67.95,33.97,141.56,198.47,71.75,71.6441,89.47,114.7216,96.66,49.69,217.41,272.4345,123.4838,190.04,101.99,40.6,54.1899,70.89,17.19,26.7667
84,2020-05-03,73.4225,179.0,2326.98,205.91,152.4,72.96,117.2,124.18,350.596,330.9,90.16,180.6365,262.43,161.22,110.66,183.22,268.01,75.94,107.38,91.8,52.61,356.5,504.37,112.03,136.5,521.8,128.055,88.97,176.6217,179.33,117.56,274.9,76.07,876.03,74.62,151.85,22.0902,77.73,59.58,156.69,693.92,155.48,191.11,35.88,260.25,68.46,46.53,148.07,100.25,94.55,68.18,74.58,9.57,66.88,32.96,139.12,190.475,71.49,72.47,88.95,114.06,94.4,50.26,216.92,272.37,125.71,183.12,100.52,39.941,51.27,71.69,15.82,27.2067
85,2020-05-04,75.25,183.65,2351.0,210.38,159.784,75.0675,117.26,127.94,359.7,339.98,93.66,183.89,268.94,166.155,113.19,185.05,277.84,78.81,111.69,93.85,53.51,376.18,519.0,113.3776,138.45,518.42,132.2418,89.77,179.9133,184.87,120.12,284.95,78.59,886.6865,77.58,155.16,23.1411,80.3,61.76,158.59,716.69,159.145,196.885,37.16,267.26,69.31,48.44,154.28,108.53,100.58,76.5,77.04,9.66,69.43,33.42,143.07,200.45,74.54,73.77,91.25,116.1,99.49,51.43,225.355,281.98,126.79,189.62,102.2,41.07,53.56,71.91,16.5,27.8867
86,2020-05-05,75.81,184.2,2357.45,211.6,157.96,75.5,116.14,129.59,366.79,338.99,93.43,182.5,270.4794,167.08,113.85,182.98,278.24,80.14,111.53,94.43,53.31,379.8,523.02,115.62,136.03,517.87,128.91,89.73,178.865,185.075,119.42,288.54,78.8,883.8219,78.825,157.97,24.9515,81.96,61.76,155.35,718.86,161.74,199.485,38.05,269.565,68.95,48.03,154.54,108.15,100.82,78.63,76.21,9.58,72.76,33.53,144.54,203.31,73.38,73.8,96.03,116.85,101.605,52.3689,225.95,285.95,128.86,190.12,101.55,41.48,53.81,71.75,16.29,27.94
87,2020-05-06,76.2925,184.55,2376.0,211.6,159.28,76.8525,114.14,147.2,369.5,342.32,94.54,187.43,270.47,165.06,114.93,185.9,284.04,80.17,113.13,94.27,52.9666,386.5746,536.54,115.29,136.97,520.0,127.5,95.4,177.7667,186.46,118.87,295.595,77.5,900.01,79.33,160.065,25.6996,82.78,63.1,157.97,742.5826,160.25,198.88,38.61,266.32,69.28,48.56,154.87,108.29,102.235,78.84,77.09,9.56,73.34,36.98,157.28,207.98,75.07,73.42,94.79,118.5,103.258,53.25,224.72,287.95,130.55,192.33,101.8,42.35,54.23,72.31,18.68,27.9933
88,2020-05-07,77.5875,185.0,2387.2449,213.21,164.8,78.1875,116.3,146.4,371.0999,343.86,94.94,189.85,275.55,164.75,115.54,188.41,282.96,81.09,114.63,94.98,53.27,387.6,544.44,116.83,138.95,521.46,126.36,98.77,184.5267,187.1575,120.89,298.64,75.93,927.61,80.33,161.99,23.9806,82.7,66.75,162.0,757.42,161.66,203.45,39.11,264.39,69.79,49.82,154.65,111.29,103.92,81.69,78.87,9.735,73.4,37.63,160.15,211.81,75.56,73.67,93.985,119.19,108.78,53.4,225.2419,285.45,130.78,190.28,103.36,42.45,56.2,74.04,18.94,28.32
89,2020-05-10,79.2625,187.51,2419.665,215.0,164.8,81.125,116.01,145.27,373.63,341.35,96.49,189.53,276.7377,162.49,115.77,187.38,289.28,81.27,114.75,94.8582,55.89,388.5,540.0,120.74,136.77,515.65,126.85,97.46,187.9233,186.14,119.37,300.576,74.04,942.83,81.99,163.3028,23.2153,83.575,67.05,162.36,720.64,161.5,210.98,39.88,267.98,69.34,49.19,157.4,111.6,104.84,82.62,79.31,9.725,74.09,37.45,164.78,213.5,75.49,74.67,93.66,119.74,104.2,53.0,229.73,288.12,134.7973,197.45,103.94,41.8235,55.28,75.17,19.75,28.5333
90,2020-05-11,79.922,187.04,2418.9999,215.275,168.658,81.725,115.9,145.65,372.72,341.61,96.68,189.99,277.72,163.9,115.87,186.49,289.77,81.79,115.05,95.16,56.58,384.99,540.7,122.95,136.82,514.59,127.7,96.665,187.92,187.12,118.11,299.674,73.515,966.0,82.3,162.85,23.1296,83.57,67.215,160.995,720.69,161.3,213.785,39.96,268.2,68.84,48.9,157.7,112.7362,104.6402,82.97,79.59,10.29,73.7,37.37,166.702,219.575,75.41,74.5022,93.76,120.44,105.38,53.47,229.83,287.095,135.02,197.79,104.8,41.7,54.73,75.28,19.32,28.46
91,2020-05-12,78.9875,184.05,2407.7,210.78,165.2,80.785,115.35,145.1,367.43,340.2,94.665,185.14,270.33,162.88,112.92,182.7,286.17,79.51,113.39,93.23,55.22,370.46,527.17,120.6326,131.13,503.0,125.07,94.53,184.9,182.68,113.15,292.75,73.51,937.2,81.93,160.89,22.4015,82.98,66.72,153.27,702.29,157.0,209.75,39.24,263.48,67.12,46.83,155.45,109.36,101.6999,82.45,77.3909,10.01,74.1,36.08,165.91,210.93,74.415,74.0,92.17,118.56,101.12,52.36,220.87,279.57,133.89,193.525,100.34,40.13,51.73,73.36,18.13,27.7133
92,2020-05-13,77.4475,180.69,2391.37,206.93,160.672,80.36,114.45,144.7,357.0,337.8,91.78,180.01,266.95,161.8,110.44,179.36,280.555,80.0,110.42,91.8,54.54,370.06,518.47,120.8259,126.96,502.06,126.53,95.07,181.8733,177.98,109.18,295.97,73.85,935.11,81.66,158.0,22.1588,81.9,65.19,155.82,690.71,156.3899,210.61,38.745,252.25,66.77,46.21,148.7065,108.46,100.68,83.18,77.72,9.92,71.01,34.95,163.51,200.99,73.0,73.95,92.0,114.93,98.86,51.51,219.29,277.08,131.64,184.62,98.98,41.43,51.65,72.265,18.09,26.84
93,2020-05-14,76.975,187.06,2411.0,211.34,161.0097,85.005,114.79,145.89,365.48,343.2,91.16,183.96,264.06,163.94,108.37,182.7,285.08,77.7,114.16,91.89,54.435,372.45,520.41,122.65,127.7,503.47,127.9586,97.67,189.46,181.125,108.9596,297.93,76.44,974.5,82.83,159.58,22.4329,82.32,66.345,156.92,705.89,155.45,214.98,39.115,254.69,67.6,47.53,150.47,106.56,104.9,85.84,79.82,10.15,74.32,35.42,169.93,196.85,73.47,74.3755,94.0,116.29,96.45,52.46,224.29,279.65,133.54,187.58,99.12,42.85,53.925,73.5,19.97,27.2
94,2020-05-17,79.125,186.2,2433.0,214.6445,166.944,89.165,116.99,149.18,375.49,351.86,93.0,194.14,276.73,166.87,115.15,193.68,295.37,80.18,118.4,97.05,55.25,381.779,546.345,125.55,138.87,524.655,132.54,102.73,195.3733,190.81,120.0,302.99,77.83,1017.87,84.3899,161.9,24.0377,84.06,67.81,164.8,722.07,159.75,221.96,40.46,264.56,70.14,52.52,155.46,113.52,112.19,88.02,87.69,10.505,77.6,38.79,176.6,206.89,73.81,73.96,94.0,120.39,99.555,53.99,234.76,292.98,135.94,194.75,103.38,44.83,61.03,78.25,22.8,27.3333
95,2020-05-18,79.63,186.6,2484.995,220.49,164.414,90.875,115.635,149.72,376.0,347.25,90.5,194.51,276.03,163.06,115.34,192.25,292.98,80.15,118.6,97.47,56.73,389.67,542.96,125.97,139.44,523.29,135.76,99.76,191.8833,198.9,119.4,299.245,77.86,1020.73,83.54,164.34,25.0957,87.0,67.745,162.39,723.52,161.0,216.37,39.34,268.74,70.24,53.53,157.05,115.52,112.91,80.24,86.57,10.77,77.54,40.15,173.42,209.33,74.04,72.92,93.85,121.37,101.08,53.48,233.97,293.5,143.22,194.33,104.57,45.95,61.0,78.28,25.79,26.6367
96,2020-05-19,79.88,185.85,2500.01,231.34,165.2,90.43,113.77,151.08,384.4,345.86,90.42,195.67,281.31,161.2,118.83,197.34,293.63,81.96,122.69,98.46,56.98,394.755,555.46,124.91,143.08,525.77,137.07,99.8,191.87,199.59,119.48,297.91,76.75,1032.07,82.98,167.2,24.9829,88.55,69.55,163.5,739.79,161.04,214.4,39.58,274.61,69.79,53.58,158.47,117.54,114.83,79.28,85.83,10.965,79.93,40.87,176.3774,209.72,73.895,72.54,93.82,122.74,103.4,54.58,234.39,299.4,149.28,196.74,105.91,47.125,61.68,79.86,27.3,26.6467
97,2020-05-20,80.2225,186.67,2525.45,237.2,166.5,90.5241,113.2,150.74,385.12,341.97,90.61,195.52,279.5,158.62,117.33,195.82,293.47,80.0906,121.25,97.99,56.72,393.5858,554.4,120.37,144.5,519.64,133.89,98.75,190.4167,197.58,118.43,294.91,75.455,1038.1329,82.19,169.44,24.446,88.46,69.385,160.545,735.68,159.36,214.99,39.17,272.565,69.205,53.84,157.37,118.18,115.29,75.93,81.91,11.05,79.205,39.87,176.56,209.855,72.89,72.14,93.43,120.61,104.47,53.925,239.17,299.37,147.75,198.55,106.59,46.27,61.81,78.3,29.68,26.1333
98,2020-05-21,79.8075,184.46,2469.85,235.99,166.356,90.93,113.6,151.0,386.52,340.81,91.54,194.89,277.25,158.68,113.87,192.705,289.6426,78.76,122.535,97.57,55.3748,394.14,563.13,119.36,148.41,519.1,130.78,96.72,192.4433,196.9,117.5563,295.04,75.74,1057.69,87.67,171.47,24.7716,86.65,68.84,157.63,749.46,158.37,213.66,38.92,271.24,68.52,54.3,159.9,117.72,114.74,78.15,78.99,11.25,78.81,39.69,175.425,203.748,72.25,72.29,93.65,117.98,101.59,52.68,239.175,295.97,141.4953,207.215,108.57,45.15,60.59,78.19,30.47,25.9
99,2020-05-25,81.06,186.5,2462.0,240.9,166.92,91.8175,114.15,154.55,391.27,347.22,93.29,199.99,287.09,162.49,117.61,195.0,291.94,80.57,125.84,98.94,56.08,396.15,582.48,119.96,151.0,517.69,132.91,97.24,195.2967,203.83,126.74,298.63,76.365,1087.0,86.79,172.7,24.7687,87.8068,70.65,168.39,772.45,161.26,214.98,40.21,275.0,72.75,57.0475,164.91,121.38,119.85,78.88,81.16,11.67,80.52,41.84,178.1,209.7561,74.475,72.2,99.08,119.87,104.89,53.58,248.0,307.2,142.75,214.4,114.68,47.295,63.78,79.78,32.87,26.2667
100,2020-05-26,79.6775,181.9877,2413.58,230.56,165.542,86.3275,113.97,146.4,375.7,337.45,90.78,199.95,287.8,160.78,117.97,194.75,283.1449,79.32,128.46,99.74,53.28,378.05,567.22,117.45,154.27,528.06,135.71,98.17,195.165,199.82,130.78,301.11,77.32,1023.81,86.48,170.55,24.5917,85.24,70.66,172.75,789.67,164.38,204.99,40.56,269.34,75.11,58.83,167.25,119.185,122.18,76.7,81.34,11.67,76.92,42.66,174.74,210.54,75.463,73.01,100.23,118.845,105.85,51.43,255.42,315.67,134.7,210.0,119.53,47.71,64.54,80.25,32.65,26.4867
101,2020-05-27,80.86,184.1474,2436.9699,231.6332,164.95,87.605,116.99,151.945,386.9,345.88,93.325,204.18,289.3,166.17,118.69,201.93,290.24,81.48,131.4,101.1,53.54,386.67,585.61,120.24,156.34,539.88,140.24,99.83,198.6417,208.3,133.91,311.97,77.46,1006.755,87.85,178.33,26.2055,89.65,71.64,173.25,802.54,169.94,209.09,40.92,281.04,75.52,59.84,169.07,120.255,123.19,80.2,80.19,11.63,77.31,43.56,176.17,214.76,76.41,74.7,101.26,120.525,105.395,53.2,266.67,316.58,136.55,218.98,120.73,47.89,65.0,81.85,34.78,27.0367
102,2020-05-28,80.2875,184.27,2442.37,227.49,167.0,88.755,116.72,155.33,389.05,349.75,95.59,202.41,292.0,167.06,119.26,203.12,290.87,81.2,130.53,100.4105,53.8,388.23,581.59,122.78,152.93,545.63,139.65,100.4,198.7667,210.71,130.89,310.55,77.88,1006.89,88.49,181.97,25.771,91.58,72.17,171.0194,797.49,173.33,217.21,41.45,283.63,74.32,57.36,171.77,119.43,116.88,81.619,78.71,11.45,79.32,40.78,179.98,210.94,76.5,75.22,100.58,121.53,105.34,53.18,270.57,312.28,137.23,224.18,120.205,46.79,61.33,82.88,33.22,27.9267
103,2020-05-31,80.5875,183.0,2476.93,232.44,179.8,88.4075,117.5,155.97,389.99,351.135,93.96,203.75,291.1,166.33,118.4,205.92,291.72,80.48,130.14,99.6835,54.11,387.935,580.72,120.74,150.95,548.04,139.1,101.0,198.31,221.51,130.46,314.99,78.88,1056.41,89.98,184.08,26.4649,92.86,73.43,173.32,814.55,173.69,216.37,41.38,289.23,74.49,56.165,171.16,119.62,112.76,81.91,77.99,11.56,77.93,40.3,181.71,214.91,76.36,76.0,102.07,122.81,106.14,53.8,271.16,312.58,136.59,226.85,119.52,46.795,61.98,81.12,33.8282,28.4533
104,2020-06-01,80.86,185.0,2473.53,233.0,181.732,88.3725,118.14,157.6,390.91,350.8,93.15,205.79,298.32,166.96,122.93,207.06,290.0,84.8798,132.46,101.18,53.57,392.9,580.56,120.7799,154.095,549.0,141.51,100.5,199.7267,221.0,134.5938,316.9,79.28,1063.4933,90.63,183.73,27.0046,92.39,73.0,171.94,827.875,172.28,211.65,41.22,288.14,73.51,55.625,171.505,123.91,111.6,82.5506,80.55,11.62,78.65,40.96,183.54,219.74,77.19,76.42,102.87,123.31,109.81,53.13,269.5,315.82,135.755,231.42,119.13,47.625,61.6899,82.32,33.6,28.64
105,2020-06-02,81.55,185.94,2488.0,232.65,179.588,88.6625,119.19,158.271,391.14,352.59,92.7,207.83,310.85,169.64,128.47,213.65,290.72,85.95,133.39,104.22,53.65,393.11,584.6,122.299,158.84,548.81,143.21,102.35,201.12,227.39,139.88,319.0,79.83,1069.95,91.14,184.54,27.2914,93.3,73.06,176.81,841.455,173.77,212.325,42.27,290.99,74.95,57.1,167.76,128.5,113.5438,82.33,82.44,11.85,79.19,42.34,189.85,229.305,78.73,76.14,104.72,124.71,115.2,54.615,270.42,319.48,134.01,242.67,119.81,48.85,63.635,84.06,33.0,29.8667
