,Date,AAPL_Highest price,MSFT_Highest price,AMZN_Highest price,FB_Highest price,TSLA_Highest price,NVDA_Highest price,PG_Highest price,PYPL_Highest price,ADBE_Highest price,TMO_Highest price,ABT_Highest price,ACN_Highest price,AVGO_Highest price,DHR_Highest price,TXN_Highest price,LIN_Highest price,INTU_Highest price,QCOM_Highest price,LOW_Highest price,UPS_Highest price,AMD_Highest price,NOW_Highest price,ISRG_Highest price,TGT_Highest price,DE_Highest price,CHTR_Highest price,ZTS_Highest price,TMUS_Highest price,SHW_Highest price,ADSK_Highest price,FDX_Highest price,IDXX_Highest price,PGR_Highest price,CMG_Highest price,A_Highest price,SNPS_Highest price,MTCH_Highest price,CDNS_Highest price,MNST_Highest price,CMI_Highest price,MTD_Highest price,VRSK_Highest price,WST_Highest price,FAST_Highest price,ANSS_Highest price,PCAR_Highest price,DHI_Highest price,ODFL_Highest price,SWKS_Highest price,GNRC_Highest price,ETSY_Highest price,BBY_Highest price,CZR_Highest price,CTLT_Highest price,TRMB_Highest price,CRL_Highest price,MPWR_Highest price,EXPD_Highest price,CHD_Highest price,PKI_Highest price,BR_Highest price,QRVO_Highest price,HOLX_Highest price,POOL_Highest price,GWW_Highest price,TTWO_Highest price,ABMD_Highest price,JBHT_Highest price,MAS_Highest price,FBHS_Highest price,CHRW_Highest price,PENN_Highest price,ROL_Highest price
106,2020-06-03,81.405,185.84,2507.54,231.63,179.15,89.4325,118.825,159.4799,395.7201,349.79,91.335,207.79,313.0,170.64,129.0,214.25,288.46,86.7,131.87,103.82,53.74,389.6999,573.98,122.74,161.37,548.91,142.26,101.6914,197.6667,227.365,139.25,319.28,78.97,1059.81,91.74,184.485,26.8618,93.01,73.11,175.345,841.42,171.12,211.78,42.71,286.958,75.72,56.82,166.42,128.77,113.19,86.01,82.31,12.21,78.93,43.16,189.81,229.6,78.99,75.865,103.73,124.44,114.275,53.76,269.48,318.53,130.2936,238.94,117.61,48.51,63.74,83.33,37.9201,31.3
107,2020-06-04,82.9375,187.73,2488.645,231.35,177.304,89.97,118.83,156.34,396.17,356.42,89.96,209.72,328.11,174.1,135.68,224.32,289.0,89.48,131.39,107.17,53.57,390.68,601.205,122.51,170.11,546.07,142.43,102.965,196.9833,234.54,145.77,317.6617,82.7,1069.095,93.04,184.4141,26.442,92.46,72.31,181.51,863.53,166.79,206.6,42.885,289.55,78.6,57.12,170.69,137.875,116.15,80.59,83.6,12.64,78.44,45.33,188.09,238.94,78.9,74.4,105.7,127.86,118.16,53.58,264.04,324.44,129.01,251.865,120.94,49.045,67.97,84.66,40.14,29.26
108,2020-06-07,83.4,188.55,2530.0,231.55,190.0,88.8963,119.12,156.21,398.1,353.795,92.61,211.32,318.84,173.23,133.285,221.99,293.29,91.5,131.24,110.49,53.35,388.77,593.72,122.455,170.41,540.4,141.35,105.11,194.7567,236.47,149.99,312.725,81.69,1065.0,90.589,187.59,26.5134,92.39,72.11,184.94,857.5698,169.97,207.69,43.19,292.32,79.35,57.4578,170.55,138.22,116.1395,78.5,84.86,12.41,75.56,45.26,185.35,237.03,78.9,74.89,105.57,127.53,118.94,53.315,259.65,330.405,134.98,257.93,122.39,49.21,66.64,85.24,36.75,29.7267
109,2020-06-08,86.4025,190.7,2626.43,239.77,190.888,91.0975,119.76,158.21,402.31,352.195,92.82,209.79,318.88,173.21,132.91,217.65,295.25,90.39,131.43,109.2,56.46,398.0,592.75,122.73,165.87,542.355,141.79,103.54,195.2933,237.8,145.93,311.07,81.56,1052.99,90.51,192.38,25.8395,93.52,70.84,183.47,844.49,170.21,211.54,43.12,293.06,79.48,55.88,166.5,136.115,114.26,78.98,82.53,12.25,75.74,44.98,185.11,228.42,78.443,75.44,104.92,127.45,116.43,53.95,265.615,329.09,136.95,253.18,120.5,48.31,64.38,84.87,34.27,29.6733
110,2020-06-09,88.6925,198.52,2722.35,241.21,205.496,95.0,119.89,160.89,409.98,354.61,92.75,210.83,319.21,174.52,132.79,216.58,298.0,92.14,131.24,108.09,59.0,405.53,590.03,122.18,165.09,536.35,141.22,106.72,195.2611,240.245,144.41,324.295,81.835,1042.94,90.58,192.0,25.8938,94.1825,70.99,181.93,821.42,171.92,213.7,43.2,291.0,78.645,57.46,167.52,135.4,114.8899,82.93,82.32,12.08,75.7,44.72,183.2,232.96,78.61,76.3,103.54,124.06,117.17,53.26,265.275,328.87,139.42,252.98,121.61,48.17,63.45,83.62,32.95,29.42
111,2020-06-10,87.765,195.76,2671.38,232.89,203.792,92.6125,119.57,159.5,404.2,352.5752,92.5,205.95,308.55,172.37,129.2208,209.9,294.98,89.055,128.805,103.71,56.68,397.46,576.69,120.94,156.88,535.67,138.09,105.31,192.06,233.47,134.47,320.89,79.18,1027.72,88.63,189.1,24.7573,93.09,70.38,170.505,799.9,171.11,213.28,42.09,286.36,75.39,54.7,164.9885,128.77,110.16,80.45,79.45,11.61,70.67,42.8,177.97,223.91,77.72,76.98,101.28,119.55,112.41,51.33,263.57,315.44,138.08,246.43,117.25,46.97,60.15,81.87,30.94,28.92
112,2020-06-11,86.95,191.72,2621.4766,231.66,197.596,91.8725,118.05,157.21,411.72,345.335,90.19,202.43,303.95,171.19,127.74,204.88,287.04,87.14,128.39,102.965,55.6,392.38,569.34,119.75,157.27,530.715,136.21,105.05,187.0976,228.1325,135.0,311.6465,78.27,1025.65,87.3,185.65,25.2256,91.45,69.29,171.56,784.85,165.71,208.425,41.48,280.96,74.61,54.81,161.155,128.2199,109.99,80.67,79.68,11.73,71.08,42.68,180.735,219.0,75.33,75.08,98.96,122.38,111.69,51.77,259.16,315.37,137.81,247.74,115.87,46.79,60.55,80.58,30.58,28.4933
113,2020-06-14,86.42,190.82,2584.0,233.77,199.768,91.8225,117.28,157.92,406.11,342.81,90.35,200.74,306.75,172.67,124.53,204.51,285.14,86.57,127.97,106.18,54.73,393.98,571.98,118.69,155.61,526.75,133.6599,105.19,190.6667,229.75,134.63,310.3,79.51,1025.05,87.28,184.38,25.2913,90.88,68.86,169.54,778.55,165.69,209.87,40.73,278.725,73.9,55.92,162.29,127.3088,110.9463,84.62,80.9799,11.8175,71.46,42.36,180.53,220.75,74.43,74.11,98.43,122.5,110.195,52.592,256.29,306.12,137.94,246.94,116.13,47.04,61.37,78.39,31.85,28.1
114,2020-06-15,88.3,195.58,2620.0,238.46,202.576,92.6675,118.97,162.83,414.68,348.61,91.76,206.88,314.55,176.44,129.13,209.68,293.4,90.44,132.15,108.82,56.07,402.87,589.27,121.33,163.82,538.02,137.7,104.0,196.1133,241.77,139.3708,315.73,81.6,1037.55,89.235,189.39,26.6019,93.28,70.5,176.33,793.46,170.515,211.13,42.0867,286.75,76.49,58.43,167.54,133.365,114.87,85.86,84.13,12.18,73.19,43.92,185.89,229.48,77.36,75.21,101.2,126.4954,116.21,53.89,265.52,314.05,138.69,252.49,119.1,49.205,64.0,80.54,34.66,28.7
115,2020-06-16,88.85,196.32,2655.0,237.59,201.0,92.99,119.11,164.9597,417.46,352.9773,91.6723,206.33,316.71,177.65,127.865,210.275,291.95,91.085,136.78,108.54,55.82,407.59,585.63,119.47,158.93,539.11,137.55,104.8,196.0,243.76,137.395,318.74,81.26,1042.88,88.75,190.5,27.0702,93.885,70.46,173.26,789.65,168.21,215.255,42.37,289.02,75.19,59.24,164.7,131.98,115.0,87.1,84.33,12.4675,72.39,43.555,181.91,227.99,75.05,76.2,99.46,126.6142,114.54,53.33,268.24,313.67,139.8415,256.0,121.51,49.12,64.41,79.47,33.29,28.56
116,2020-06-17,88.3625,196.49,2659.64,236.14,203.84,92.825,119.96,168.83,420.84,352.09,91.34,203.17,319.1184,177.14,126.63,210.2,287.91,90.49,136.04,108.52,55.1225,404.49,585.76,118.26,156.88,538.97,137.69,106.84,195.0133,239.2,139.34,316.59,81.65,1038.83,88.5,190.95,28.2596,93.848,70.1,172.97,787.28,168.55,214.32,42.285,291.28,75.15,58.33,165.84,130.97,114.43,87.2723,83.8511,12.3,71.6,43.28,179.36,226.97,74.745,78.05,98.51,126.57,113.03,53.12,267.4,309.99,141.634,255.34,119.74,48.6,63.91,78.86,33.04,28.4
117,2020-06-18,89.14,199.29,2697.43,240.83,203.194,94.45,121.82,171.12,429.27,355.0,92.4,208.285,318.1,178.73,128.24,211.75,291.99,90.25,137.29,109.04,55.455,407.99,595.335,122.93,158.86,540.9,140.1,109.0,197.2583,242.98,140.88,320.305,83.16,1042.1,89.79,193.36,28.3923,95.21,70.95,174.81,796.13,169.78,216.99,42.65,295.11,75.69,58.69,168.65,132.84,113.85,95.73,83.86,12.43,72.22,44.0361,181.44,225.98,74.74,79.0851,99.43,128.03,113.88,55.28,269.1972,309.68,142.95,260.45,121.25,49.25,64.0311,78.82,33.97,28.7133
118,2020-06-21,89.865,200.76,2715.0,240.7,201.776,95.3125,119.08,170.9,438.95,353.565,90.65,204.0799,314.18,175.21,125.46,210.7,294.2,89.44,135.02,107.55,55.17,403.22,590.28,123.11,154.73,534.01,137.4499,108.7,198.15,241.13,137.745,327.0,81.725,1071.31,89.07,193.27,27.5728,94.54,70.86,173.27,799.61,167.63,219.22,42.21,289.36,75.01,56.58,169.41,128.21,117.07,99.41,84.98,12.28,71.91,43.49,177.2,226.82,75.28,77.97,98.76,126.08,112.809,55.5,272.76,304.04,143.2,259.245,117.93,49.37,62.4,77.31,32.71,28.0
119,2020-06-22,93.095,203.95,2783.11,245.1853,202.4,96.425,119.19,175.4,446.15,358.0,92.3,209.68,317.44,177.0,128.095,215.2,296.49,90.61,136.7062,110.87,55.37,409.8,596.3,124.43,156.62,532.06,139.05,110.46,196.56,247.14,139.8384,330.29,81.93,1074.0,89.7,197.6559,28.4752,95.285,71.04,174.64,808.165,169.37,221.92,42.93,294.45,75.81,57.32,167.24,129.73,120.16,103.94,86.605,12.46,72.12,43.89,177.35,233.7808,76.07,78.31,100.06,126.94,113.82,55.96,273.45,307.985,145.42,258.8161,121.22,50.1,63.2,78.0,37.43,28.2333
120,2020-06-23,92.1975,203.25,2796.0,243.22,200.1769,95.5638,117.96,173.48,442.67,355.71,90.73,207.4,310.97,174.79,126.8,210.16,296.0,89.83,134.4507,111.52,54.74,405.24,583.01,121.99,152.67,517.84,137.77,109.14,191.73,242.6747,138.0,328.61,79.68,1053.32,89.08,193.87,28.5037,95.12,70.13,170.47,791.0,167.33,219.8,42.25,290.965,73.93,55.98,166.31,129.38,116.77,103.4099,86.6,12.335,71.28,43.68,175.05,227.35,75.47,77.105,98.71,124.26,112.0845,55.25,267.89,299.99,143.435,253.42,119.9,49.165,61.945,79.11,36.6,27.86
121,2020-06-24,91.25,200.61,2756.23,237.3,197.196,95.05,118.03,172.78,437.99,352.18,89.81,217.89,309.48,172.45,125.34,209.39,289.34,89.46,132.01,110.65,52.7,401.69,557.29,119.95,154.85,512.55,135.48,111.58,191.4333,234.81,136.28,327.79,79.97,1051.9756,87.35,191.4332,28.6265,92.74,69.14,169.94,786.22,166.53,223.57,41.84,287.65,73.35,54.62,163.53,127.565,114.98,102.39,84.85,12.1275,73.9,43.19,173.95,228.78,74.08,76.82,96.22,125.02,109.13,54.78,264.27,296.53,140.76,242.47,118.54,48.82,61.74,78.6,33.22,27.8733
122,2020-06-25,91.33,199.89,2782.5688,233.09,199.0,95.0,118.47,173.71,438.18,355.7,89.95,216.93,315.7799,172.765,124.8908,209.11,289.995,89.73,132.84,110.9,51.95,402.84,557.8715,120.65,153.87,510.5,135.745,109.85,191.2933,236.71,135.38,331.01,80.29,1049.1,87.56,192.08,29.1176,94.57,69.3769,169.2977,790.14,168.08,226.67,41.78,289.14,73.35,53.93,164.55,128.14,120.13,104.28,87.0293,12.145,74.0,43.16,174.46,231.77,74.01,77.48,96.63,126.95,109.38,54.95,267.91,297.43,141.94,243.34,119.93,48.77,61.11,77.78,32.75,28.1533
123,2020-06-28,90.5434,198.53,2696.8,220.75,202.0,92.045,118.05,171.48,428.48,353.44,89.7,213.39,310.41,173.57,124.95,212.23,289.78,89.15,133.54,110.14,50.28,402.9899,554.99,119.28,153.96,513.56,133.55,106.26,189.9333,233.93,134.73,328.35,79.26,1057.51,87.36,192.845,30.3941,94.12,69.26,173.84,790.65,164.53,225.9,42.21,286.2032,74.48,55.015,166.14,126.4,120.57,103.14,86.78,12.14,73.63,43.22,171.5925,230.21,75.07,76.97,96.2,125.81,107.7,53.98,267.9,305.41,142.01,241.62,121.12,49.46,63.03,77.99,31.01,27.9933
124,2020-06-29,91.495,204.4,2769.63,227.5,217.538,95.2625,119.99,174.69,436.91,363.97,91.9,215.64,317.07,177.41,127.7,213.57,297.92,91.93,135.94,112.02,52.77,406.17,573.38,120.44,158.25,511.96,137.82,106.2,193.2933,239.95,140.75,332.68,80.5,1056.2899,88.88,195.98,30.8252,96.56,69.51,174.54,809.77,171.1,227.96,43.14,293.24,75.24,55.75,170.65,128.39,122.355,107.3183,88.22,12.15,73.36,43.44,175.03,237.46,76.36,77.48,98.51,126.65,111.03,57.32,273.1,315.94,140.78,242.56,121.24,50.48,64.4,79.4,31.4,28.3467
125,2020-06-30,91.84,206.35,2895.0,239.0,227.066,95.7567,120.39,178.2348,442.045,363.76,91.98,216.9,316.85,178.05,126.86,215.65,304.92,91.3,136.29,119.91,52.87,417.615,576.99,120.36,160.18,525.78,138.97,106.25,193.98,242.67,163.65,337.16,80.8,1073.66,88.89,198.09,107.43,97.68,69.97,174.7799,807.22,173.19,227.8,43.18,295.57,75.63,55.59,171.57,127.7,132.09,111.76,88.12,12.36,73.925,43.5,178.6,238.4973,77.78,78.28,98.52,128.62,110.69,57.48,274.46,316.81,144.56,257.492,121.385,50.44,64.31,80.17,33.2344,28.7333
126,2020-07-01,92.6175,208.02,2955.56,240.0,245.6,97.375,122.57,179.8,448.16,369.82,93.06,218.45,319.38,180.78,127.17,222.03,307.78,92.5,138.179,115.88,53.19,424.84,583.4422,120.59,161.92,528.87,139.05,107.34,195.5233,244.4,159.7225,339.805,80.49,1084.7299,89.49,199.579,108.45,98.81,69.94,176.284,819.92,174.29,231.36,44.26,299.735,77.1,55.25,173.235,130.05,122.96,113.42,89.26,12.44,74.198,44.15,177.7,240.36,77.53,78.85,99.42,129.85,111.55,58.72,276.0,318.3,146.085,266.35,119.74,50.958,64.71,79.84,33.21,28.9
127,2020-07-05,93.945,211.13,3059.88,240.4,275.558,99.0875,122.41,181.24,455.53,386.57,93.97,219.66,320.99,184.41,130.53,225.59,314.14,93.75,138.25,115.79,53.52,425.0,591.37,120.25,161.59,527.165,139.6,107.68,197.5767,248.35,158.4,344.81,80.49,1129.38,90.64,202.98,100.53,100.8,71.35,179.66,829.86,176.48,236.54,44.79,307.31,77.41,56.1267,176.97,133.28,126.42,115.5014,89.73,12.495,73.73,43.89,181.9999,243.41,78.41,79.24,100.685,130.32,114.3,59.14,274.64,324.195,147.8,272.56,121.58,51.18,64.98,81.2,31.93,29.1333
128,2020-07-06,94.655,214.67,3069.55,247.65,285.9,100.7,123.25,179.95,459.44,385.74,93.4,219.87,318.16,184.73,129.47,225.88,314.725,93.55,136.76,115.45,54.17,421.23,586.93,119.55,160.58,532.34,140.56,107.59,197.1933,245.6,159.95,343.0,79.25,1145.6299,90.04,201.96,94.7599,100.955,72.925,178.43,830.21,175.8,234.79,44.65,306.23,77.03,57.14,178.905,135.2299,126.9,114.72,87.53,12.08,74.41,43.75,183.7,247.88,77.58,79.24,100.435,129.65,115.49,57.82,274.52,324.79,149.87,271.11,125.18,50.78,64.55,80.65,29.53,30.9133
129,2020-07-07,95.375,213.26,3083.97,246.99,283.452,102.25,123.24,182.64,458.2424,395.0,93.6689,219.15,319.84,184.89,129.74,227.49,312.07,93.6,136.36,115.27,53.47,426.78,583.07,118.5,159.81,530.17,139.69,106.63,198.5467,244.0,159.38,339.65,78.5,1132.9225,90.33,201.7699,95.8718,100.13,72.82,176.4,827.155,174.83,233.826,44.12,303.09,76.45,59.36,178.57,133.55,126.995,114.74,87.22,12.17,76.28,43.29,186.64,248.79,77.8,80.3,102.51,129.01,114.21,57.75,273.5,320.62,148.75,268.1953,127.22,50.55,65.35,80.9,29.16,30.4333
130,2020-07-08,96.3175,216.38,3193.8799,246.525,281.712,105.7,123.98,183.99,463.8,391.38,94.88,220.61,324.33,187.19,131.99,226.33,311.0,93.95,136.94,115.035,57.58,430.83,583.22,119.31,159.71,532.25,139.56,106.72,195.9133,251.39,158.75,343.73,77.97,1133.185,90.4,204.9,97.9,101.63,72.04,174.99,838.32,173.99,236.61,43.36,307.6,75.68,59.43,178.5095,133.6,127.91,115.45,87.15,12.34,79.23,42.71,186.685,251.28,77.29,81.87,104.0,129.0535,113.59,57.92,280.55,312.93,151.32,268.72,126.16,50.25,65.36,81.505,30.4099,30.94
131,2020-07-09,95.98,214.08,3215.0,245.49,309.783,106.5525,124.5,182.52,467.21,391.58,93.8,220.8625,322.99,185.85,131.235,226.59,308.64,93.52,137.64,115.655,58.15,427.78,577.11,118.98,159.44,540.44,137.83,107.19,195.5383,248.89,159.01,341.55,80.96,1118.73,89.87,204.46,102.15,101.79,71.67,173.96,834.58,174.29,235.945,43.21,305.11,75.5,59.145,178.08,133.13,127.71,113.995,85.715,12.29,78.985,42.76,185.04,251.68,77.93,83.04,103.46,127.94,113.58,58.29,279.85,311.14,154.88,266.3,127.76,50.0199,66.0,82.58,30.25,30.5467
132,2020-07-12,99.955,215.8,3344.29,250.15,358.998,107.9225,125.585,180.66,470.61,390.405,95.62,221.87,323.53,186.6899,133.59,230.89,311.23,94.125,140.79,115.76,58.35,427.78,588.785,121.76,167.32,544.45,141.7054,107.55,196.88,246.73,160.22,345.4,81.32,1140.49,91.24,201.79,101.47,102.08,72.49,176.59,836.655,176.445,237.03,44.275,306.26,76.66,59.67,178.55,134.81,130.51,113.75,88.33,12.395,80.53,43.2,186.06,255.69,78.58,84.785,106.52,127.47,116.3698,59.69,285.7447,324.37,155.99,274.2,130.28,50.98,66.61,82.68,31.12,30.3933
133,2020-07-13,97.255,208.85,3127.38,240.33,318.0,104.0275,125.66,172.6,437.21,388.34,94.98,219.37,316.22,185.65,132.23,233.89,294.71,92.62,140.17,115.65,54.86,413.805,586.48,120.17,169.82,543.98,140.61,106.535,195.71,234.68,158.92,339.07,84.51,1104.84,90.79,195.64,99.175,99.22,71.75,178.66,853.82,174.83,233.76,45.0,301.27,77.175,59.27,178.07,131.49,131.2,104.89,87.08,12.29,79.3999,43.07,188.24,250.1,78.36,84.5,107.09,126.81,112.87,59.47,283.325,327.83,151.28,264.56,129.03,51.07,66.8,83.94,29.52,30.2467
134,2020-07-14,99.2475,211.33,3098.35,244.82,310.0,104.33,126.9,173.36,439.63,394.24,97.13,222.75,317.77,188.44,132.45,241.18,290.8786,92.93,142.34,119.71,55.37,425.96,609.0,122.72,174.0,552.54,143.785,106.08,199.3467,237.16,162.53,342.99,86.49,1135.655,93.06,196.7,99.0,100.0,72.59,183.1883,873.16,176.1,241.7,44.27,304.49,79.0,61.22,179.82,132.4,134.91,103.24,88.98,12.5,84.17,44.45,195.15,251.21,80.03,85.31,109.425,129.47,113.55,60.59,288.53,335.02,152.05,277.28,131.14,51.825,68.81,85.59,34.68,31.52
135,2020-07-15,97.405,205.7,3032.0,241.76,306.342,102.0675,125.52,171.34,430.59,393.51,97.99,220.63,313.88,189.27,132.69,245.52,288.41,91.747,144.94,119.85,55.15,418.261,612.77,122.99,175.28,558.1,142.96,104.86,201.17,235.385,167.1,340.68,87.59,1132.94,93.21,193.94,95.81,99.099,72.64,184.85,874.98,176.07,241.76,44.145,299.72,79.555,62.64,183.44,132.55,135.538,103.9887,89.71,12.41,84.0,44.14,193.2041,247.04,80.19,84.66,109.41,128.39,112.5,60.25,289.47,337.91,151.17,276.795,133.0,52.4,69.2999,86.08,35.35,31.54
136,2020-07-16,97.1475,205.04,3024.0,244.16,307.502,102.485,126.065,174.56,433.5,398.5,100.0,222.64,315.21,192.0,135.0,243.67,290.42,92.455,144.63,120.68,55.81,423.4,654.8,123.21,176.93,569.87,145.28,105.73,204.3767,238.06,168.12,352.715,87.76,1139.0314,94.51,197.11,95.87,100.68,74.62,184.85,878.76,178.55,248.125,44.59,301.45,79.98,64.37,186.84,134.28,135.61,105.49,88.83,12.43,85.57,44.379,197.47,251.28,79.99,85.36,110.58,129.43,114.57,62.29,294.94,336.32,151.14,284.73,138.765,53.405,69.73,86.96,35.64,31.97
137,2020-07-19,98.5,212.3,3201.3599,246.05,330.0,105.3125,125.84,179.64,456.89,405.205,100.71,224.11,317.65,193.71,137.0,243.875,300.41,93.27,144.71,118.72,57.53,454.695,671.63,121.87,176.13,571.6,146.685,106.28,204.2433,246.96,165.55,363.0,88.41,1169.53,96.22,202.76,98.98,104.34,74.95,182.48,881.47,182.55,252.61,45.025,309.57,79.8,63.7241,188.094,138.07,137.38,107.13,88.98,12.44,86.79,44.45,198.8,253.77,80.01,85.07,110.9,129.84,116.85,61.8287,302.585,332.0,155.21,292.28,137.395,53.61,69.51,86.67,34.9767,32.22
138,2020-07-20,99.25,213.94,3240.5758,246.91,335.0,105.5993,126.64,179.46,456.9899,409.69,99.48,225.74,319.23,195.74,137.65,245.985,300.705,93.85,145.9199,120.3039,58.5,447.47,675.063,120.99,176.81,570.91,146.995,106.48,205.0067,247.3,167.56,366.04,89.39,1176.64,96.45,203.82,98.41,106.54,75.76,187.17,878.13,182.05,255.34,45.7,310.05,83.92,63.3,189.08,139.88,139.91,108.71,91.13,39.5,86.9,45.4534,201.07,254.9799,80.48,85.4,112.96,131.39,118.38,62.38,304.6603,339.28,156.32,300.025,136.1999,53.99,69.81,86.19,36.64,32.08
139,2020-07-21,97.975,212.3,3149.9999,241.9,325.284,106.025,126.4,179.49,449.3712,420.99,100.57,224.74,315.68,197.18,135.18,246.35,300.16,93.29,149.15,119.25,62.0,443.9649,684.845,123.18,176.025,568.2,146.1,106.34,208.64,243.91,165.94,372.33,90.22,1187.0,96.88,202.45,96.02,105.14,76.09,190.44,891.045,181.82,257.92,45.99,310.0,86.4,65.1,190.125,138.415,137.01,106.3232,99.42,38.4,86.91,45.1,200.66,251.52,80.14,85.16,113.1365,131.7,118.61,62.69,303.959,342.83,155.48,300.7784,135.15,55.25,71.04,86.25,36.77,32.55
140,2020-07-22,97.0775,210.92,3098.2713,242.42,337.8,105.47,127.18,180.75,448.81,419.9396,101.98,225.51,316.09,203.0,133.15,248.25,298.88,92.97,149.65,119.4,62.33,448.34,699.7199,123.6,178.4,569.145,147.085,105.28,209.48,245.16,167.39,368.7062,90.72,1186.0,98.09,204.22,94.44,105.89,76.5,192.31,891.03,183.92,273.78,46.5382,309.34,86.49,66.66,187.94,139.19,139.49,106.77,98.53,38.15,85.9,45.77,202.95,252.3,80.5,86.95,113.485,133.34,121.54,63.6,318.71,343.1,155.88,301.105,133.5,55.36,72.24,85.64,35.53,33.0333
141,2020-07-23,92.97,202.86,3031.58,233.49,293.0,103.6475,127.77,173.6,435.0,407.29,100.21,223.17,310.91,197.2,131.97,244.86,291.11,90.29,147.62,119.48,69.94,430.31,677.1,125.53,177.77,562.97,144.34,105.23,207.28,236.03,166.88,361.2299,89.165,1131.485,96.22,196.275,91.8,103.36,75.49,190.71,882.56,181.44,262.86,46.16,298.03,87.24,64.21,186.88,136.0,136.81,102.73,97.745,36.2,82.86,45.04,197.005,249.64,80.79,86.59,111.43,131.32,117.49,61.89,306.69,347.45,156.675,294.87,132.19,54.38,71.28,86.3699,35.03,32.63
142,2020-07-26,94.905,203.97,3098.0,234.95,309.588,104.4175,126.64,178.46,438.36,416.52,100.28,224.52,312.96,202.29,132.33,248.875,297.43,92.84,149.43,121.78,71.63,436.16,689.83,124.49,176.685,563.095,147.075,106.27,210.6267,239.97,170.72,368.64,88.3,1151.9044,97.54,198.09,93.78,105.41,76.73,191.86,897.18,183.45,270.14,46.44,300.62,86.8912,66.67,186.08,137.76,138.51,106.775,98.306,32.87,83.76,45.21,200.4353,254.915,81.17,87.5,115.42,134.04,115.87,62.87,311.48,346.11,160.26,300.37,132.6673,56.03,74.39,88.37,34.88,32.96
143,2020-07-27,94.5497,204.7,3077.0926,234.96,312.94,103.82,128.46,179.58,438.26,414.92,100.79,224.76,312.11,199.82,131.81,247.59,300.67,92.59,149.779,120.74,69.8,442.58,685.0,124.46,177.14,566.455,147.8,105.5,219.9567,240.6,170.3299,367.995,87.83,1142.525,97.25,197.87,101.9,105.985,77.02,204.98,911.9,184.76,269.67,46.01,303.27,86.63,70.29,186.26,137.95,139.29,105.68,98.7931,31.53,83.63,45.49,200.61,253.66,81.13,88.81,115.805,134.07,114.88,62.75,311.0,338.39,158.94,299.56,130.95,55.56,73.71,88.49,34.3,32.88
144,2020-07-28,95.23,204.65,3039.1592,233.7,306.962,105.1625,129.24,185.44,440.48,414.0,102.8931,225.4,311.23,204.13,132.3,245.62,305.22,93.62,149.81,124.3,77.19,446.505,704.0,124.48,180.76,569.68,148.18,106.37,216.9933,240.12,171.37,369.69,89.26,1154.92,97.66,199.85,103.5,107.0,77.51,199.92,906.56,188.39,271.83,46.83,308.33,86.2,67.08,186.18,137.22,140.73,109.06,98.88,33.53,82.29,45.75,201.1099,264.2906,83.94,89.56,121.44,134.28,116.01,64.21,314.5893,343.18,159.24,301.48,131.665,56.5,76.32,99.22,38.25,34.6133
145,2020-07-29,96.2975,204.46,3092.0,234.893,302.648,106.2305,132.03,198.6599,440.5,412.7,101.58,223.99,312.93,203.37,129.87,242.98,305.05,107.69,149.9,145.5,78.96,438.6,692.29,125.42,179.25,568.51,149.49,105.95,216.73,237.65,174.5,375.48,89.325,1160.62,96.36,200.105,104.33,108.04,78.0,196.97,901.16,187.46,269.97,47.015,311.47,85.13,66.55,181.5,142.26,156.53,112.79,100.68,34.34,90.99,45.64,203.26,271.79,83.79,90.45,119.93,134.18,129.92,70.15,316.72,340.48,160.55,300.94,129.45,57.85,78.25,96.56,37.353,34.4667
146,2020-07-30,106.415,205.1,3246.82,255.85,303.41,107.665,131.21,196.35,444.4385,414.37,101.37,224.95,318.4,203.95,128.6,247.1,306.49,107.753,149.92,144.13,78.96,439.2,690.64,125.93,176.92,594.31,151.91,107.42,216.5,238.36,172.71,407.86,90.41,1155.17,96.41,200.6,103.97,109.26,78.48,193.82,953.695,188.75,273.269,47.07,312.56,85.09,66.28,184.98,145.9,157.65,118.48,100.466,33.64,88.64,45.79,202.24,271.94,84.9,96.4,119.01,134.41,130.86,70.35,316.77,341.72,164.11,302.97,129.61,57.35,76.53,93.89,37.24,34.9633
147,2020-08-02,111.6364,217.64,3184.0,255.4,301.962,110.9875,131.92,199.4,450.74,423.7,101.55,228.0043,323.49,207.03,129.5,248.11,313.45,113.0,151.35,143.5,78.5,444.79,693.24,128.24,178.87,593.9,155.42,108.74,217.55,240.46,170.585,399.84,91.23,1156.545,99.36,204.11,110.86,112.32,78.79,197.39,938.44,189.995,279.54,47.955,316.52,86.18,68.46,186.44,149.49,162.72,127.1696,101.99,32.73,91.18,45.635,208.44,272.9285,85.88,95.86,121.92,137.42,134.4,71.49,327.61,345.84,169.19,309.17,132.28,57.955,78.95,94.495,36.25,35.78
148,2020-08-03,110.79,214.77,3167.24,252.8,305.482,112.2775,133.93,199.1,449.0799,418.93,100.68,227.78,328.59,206.96,132.33,245.5,312.38,111.02,150.74,145.94,85.805,442.49,689.4099,130.77,178.88,601.76,155.91,108.42,219.2833,241.87,171.48,394.705,90.47,1165.99,98.985,202.8,110.47,112.0,78.25,196.1,935.83,188.61,277.161,47.59,314.94,85.3,68.59,185.17,147.89,164.92,130.08,101.58,34.2,90.0,45.63,207.17,275.84,87.65,96.4,122.33,137.34,132.99,72.21,326.185,342.92,180.61,310.969,132.24,57.58,78.12,95.79,37.62,35.7667
